Año,Mes,Empresa agrupada,Origen aeropuerto,Destino aeropuerto,Origen país,Origen localidad,Vuelos,Pasajeros,Asientos
2025,Febrero,Aerolíneas Argentinas,Carrasco International /General C L Berisso Airport,Aeropuerto Int. Ministro Pistarini,Uruguay,Montevideo,4,311,384
2025,Febrero,Avianca,Enrique Olaya Herrera Airport,Aeropuerto Int. Ministro Pistarini,Colombia,NA,4,665,736
2025,Febrero,LATAM,Aeroparque Jorge Newbery,Presidente Juscelino Kubitschek International Airport,Argentina,Buenos Aires,1,158,162
2025,Febrero,LATAM,Aeroparque Jorge Newbery,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,1,164,174
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Internacional Augusto Severo,Aeroparque Jorge Newbery,Brasil,Parnamirim,1,165,186
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Internacional Augusto Severo,Aeropuerto Int. Ministro Pistarini,Brasil,Parnamirim,1,175,186
2025,Febrero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Jorge Chávez International Airport,Argentina,Buenos Aires,1,64,170
2025,Febrero,Avianca,Antiguo Aeropuerto Internacional Mariscal Sucre,Aeropuerto Int. Ministro Pistarini,Ecuador,Quito,1,153,153
2025,Febrero,Aerolíneas Argentinas,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,1,262,267
2025,Febrero,Aerovías DAP,Pdte. carlos Ibañez del Campo Airport,Aeropuerto Int. Malvinas Argentinas,Chile,Punta Arenas,1,4,20
2025,Febrero,LATAM,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,2,359,448
2025,Febrero,LATAM,Aeropuerto Int. Malvinas Argentinas,Comodoro Arturo Merino Benítez International Airport,Argentina,Ushuaia,1,118,174
2025,Febrero,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Malvinas Argentinas,Chile,Santiago,1,127,174
2025,Febrero,Aerolíneas Argentinas,Jorge Chávez International Airport,Aeropuerto Int. Ministro Pistarini,Perú,Lima,1,69,170
2025,Febrero,Arajet,Aeropuerto Int. Ministro Pistarini,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,1,159,189
2025,Febrero,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Internacional Afonso Pena,Argentina,Buenos Aires,1,188,189
2025,Febrero,United Airlines,Miami International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Miami,1,269,269
2025,Febrero,ITA Airways,Adolfo Suárez Madrid–Barajas Airport,Aeropuerto Int. Ministro Pistarini,España,Madrid,1,319,339
2025,Febrero,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,1,148,186
2025,Febrero,Aerolíneas Argentinas,Viru Viru International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Bolivia,Santa Cruz de la Sierra,1,90,96
2025,Febrero,Copa Airlines,Carrasco International /General C L Berisso Airport,Aeropuerto Int. Ministro Pistarini,Uruguay,Montevideo,2,293,332
2025,Febrero,Flybondi,Aeropuerto Int. Ministro Pistarini,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,1,148,189
2025,Febrero,Delta Air Lines,George Bush Intercontinental Houston Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Houston,1,277,281
2025,Febrero,Avianca,Tocumen International Airport,Aeropuerto Int. Ministro Pistarini,Panamá,Panamá,1,250,250
2025,Febrero,Delta Air Lines,Carrasco International /General C L Berisso Airport,Aeropuerto Int. Ministro Pistarini,Uruguay,Montevideo,1,256,281
2025,Febrero,LATAM,Carrasco International /General C L Berisso Airport,Aeropuerto Int. Ministro Pistarini,Uruguay,Montevideo,2,310,364
2025,Febrero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Tocumen International Airport,Argentina,Córdoba,1,99,180
2025,Febrero,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,2,354,378
2025,Febrero,LATAM,El Dorado International Airport,Aeropuerto Int. Ministro Pistarini,Colombia,Bogotá,1,144,144
2025,Febrero,Andes Líneas Aéreas,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,2,356,378
2025,Febrero,LATAM,Salgado Filho Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Porto Alegre,1,129,144
2025,Febrero,Turkish Airlines,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,1,281,329
2025,Marzo,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Malvinas Argentinas,Chile,Santiago,1,75,174
2025,Marzo,Paranair,Aeropuerto Int. Martín Miguel de Güemes,Silvio Pettirossi International Airport,Argentina,Salta,9,187,450
2025,Marzo,Paranair,Silvio Pettirossi International Airport,Aeropuerto Int. Martín Miguel de Güemes,Paraguay,Asunción,9,255,450
2025,Marzo,Turkish Airlines,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,31,7238,10199
2025,Marzo,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Internacional Capitán FAP Renán Elías Olivera,Argentina,Buenos Aires,4,517,756
2025,Marzo,Aerolíneas Argentinas,Miami International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Miami,52,13177,13947
2025,Marzo,Aerolíneas Argentinas,Adolfo Suárez Madrid–Barajas Airport,Aeropuerto Int. Ministro Pistarini,España,Madrid,33,7552,8830
2025,Marzo,Aerolíneas Argentinas,Leonardo da Vinci (Fiumicino) International Airport,Aeropuerto Int. Ministro Pistarini,Italia,Roma,14,3048,3738
2025,Marzo,Aerolíneas Argentinas,Punta Cana International Airport,Aeropuerto Int. de Rosario Islas Malvinas,República Dominicana,Punta Cana,5,591,870
2025,Marzo,Aerolíneas Argentinas,Punta Cana International Airport,Aeropuerto Int. Ministro Pistarini,República Dominicana,Punta Cana,32,7149,8584
2025,Marzo,Aerolíneas Argentinas,Cancún International Airport,Aeropuerto Int. Ministro Pistarini,México,Cancún,24,5530,6432
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Hercílio Luz International Airport,Argentina,Rosario,9,1202,1530
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Rio Galeão – Tom Jobim International Airport,Argentina,Rosario,16,2082,2730
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Internacional Afonso Pena,Argentina,Buenos Aires,17,1737,2949
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Hercílio Luz International Airport,Argentina,Buenos Aires,53,8154,9128
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,136,20713,23393
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,92,11912,15766
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Porto Seguro Airport,Argentina,Buenos Aires,9,1362,1550
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Deputado Luiz Eduardo Magalhães International Airport,Argentina,Buenos Aires,30,4091,5344
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,75,9924,12723
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Silvio Pettirossi International Airport,Argentina,Buenos Aires,44,4219,5081
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,El Dorado International Airport,Argentina,Buenos Aires,28,2560,3626
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Viru Viru International Airport,Argentina,Buenos Aires,10,795,960
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Jorge Chávez International Airport,Argentina,Buenos Aires,28,3945,4820
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Capitan Corbeta CA Curbelo International Airport/Laguna del Sauce,Argentina,Buenos Aires,59,4795,7471
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Carrasco International /General C L Berisso Airport,Argentina,Buenos Aires,87,7550,9470
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Punta Cana International Airport,Argentina,Córdoba,17,2041,2930
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Deputado Luiz Eduardo Magalhães International Airport,Argentina,Córdoba,5,663,860
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Miami International Airport,Argentina,Buenos Aires,52,11162,13944
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Adolfo Suárez Madrid–Barajas Airport,Argentina,Buenos Aires,33,8659,8833
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Punta Cana International Airport,Argentina,Buenos Aires,29,6372,7777
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Cancún International Airport,Argentina,Buenos Aires,24,5201,6431
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,19,3470,4150
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Internacional Afonso Pena,Aeroparque Jorge Newbery,Brasil,Curitiba,17,2086,2949
2025,Marzo,Aerolíneas Argentinas,Hercílio Luz International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Brasil,Florianópolis,9,1449,1540
2025,Marzo,Aerolíneas Argentinas,Hercílio Luz International Airport,Aeroparque Jorge Newbery,Brasil,Florianópolis,55,9105,9467
2025,Marzo,Aerolíneas Argentinas,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,134,21088,23072
2025,Marzo,Aerolíneas Argentinas,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,18,3271,3941
2025,Marzo,Aerolíneas Argentinas,Guarulhos - Governador André Franco Montoro International Airport,Aeroparque Jorge Newbery,Brasil,São Paulo,90,13165,15359
2025,Marzo,Aerolíneas Argentinas,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Martín Miguel de Güemes,Brasil,São Paulo,5,591,917
2025,Marzo,Aerolíneas Argentinas,Deputado Luiz Eduardo Magalhães International Airport,Aeroparque Jorge Newbery,Brasil,Salvador,32,4887,5637
2025,Marzo,Aerolíneas Argentinas,Comodoro Arturo Merino Benítez International Airport,Aeroparque Jorge Newbery,Chile,Santiago,72,10255,12120
2025,Marzo,Aerolíneas Argentinas,Silvio Pettirossi International Airport,Aeroparque Jorge Newbery,Paraguay,Asunción,45,4297,5177
2025,Marzo,Aerolíneas Argentinas,El Dorado International Airport,Aeroparque Jorge Newbery,Colombia,Bogotá,28,3004,3626
2025,Marzo,Aerolíneas Argentinas,Viru Viru International Airport,Aeroparque Jorge Newbery,Bolivia,Santa Cruz de la Sierra,9,805,864
2025,Marzo,Aerolíneas Argentinas,Jorge Chávez International Airport,Aeroparque Jorge Newbery,Perú,Lima,28,4169,4830
2025,Marzo,Aerolíneas Argentinas,Capitan Corbeta CA Curbelo International Airport/Laguna del Sauce,Aeroparque Jorge Newbery,Uruguay,Punta del Este,60,5567,7567
2025,Marzo,Aerolíneas Argentinas,Carrasco International /General C L Berisso Airport,Aeroparque Jorge Newbery,Uruguay,Montevideo,89,8296,9810
2025,Marzo,Aeroméxico,Licenciado Benito Juarez International Airport,Aeropuerto Int. Ministro Pistarini,México,México DF,41,9941,11141
2025,Marzo,Air Canada,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,29,7250,8407
2025,Marzo,Air Canada,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,29,7169,8407
2025,Marzo,Air Europa,Adolfo Suárez Madrid–Barajas Airport,Aeropuerto Int. Ministro Pistarini,España,Madrid,31,9769,10503
2025,Marzo,Air Europa,Aeropuerto Int. Ingeniero Ambrosio Taravella,Adolfo Suárez Madrid–Barajas Airport,Argentina,Córdoba,14,4328,4423
2025,Marzo,Air Europa,Aeropuerto Int. Ministro Pistarini,Adolfo Suárez Madrid–Barajas Airport,Argentina,Buenos Aires,31,10377,10503
2025,Marzo,Air France,Charles de Gaulle International Airport,Aeropuerto Int. Ministro Pistarini,Francia,París,32,8457,10144
2025,Marzo,Air France,Aeropuerto Int. Ministro Pistarini,Charles de Gaulle International Airport,Argentina,Buenos Aires,30,8970,9528
2025,Marzo,American Airlines,Dallas Fort Worth International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Dallas-Fort Worth,28,6864,7537
2025,Marzo,American Airlines,John F Kennedy International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Nueva York,31,8455,9473
2025,Marzo,American Airlines,Miami International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Miami,91,23388,24871
2025,Marzo,American Airlines,Aeropuerto Int. Ministro Pistarini,Dallas Fort Worth International Airport,Argentina,Buenos Aires,29,6546,7869
2025,Marzo,American Airlines,Aeropuerto Int. Ministro Pistarini,John F Kennedy International Airport,Argentina,Buenos Aires,32,8566,9854
2025,Marzo,American Airlines,Aeropuerto Int. Ministro Pistarini,Miami International Airport,Argentina,Buenos Aires,94,21692,25552
2025,Marzo,Avianca,Aeropuerto Int. Ministro Pistarini,El Dorado International Airport,Argentina,Buenos Aires,62,10949,14346
2025,Marzo,Avianca,Aeropuerto Int. Ministro Pistarini,José María Córdova International Airport,Argentina,Buenos Aires,30,3970,5444
2025,Marzo,Avianca,El Dorado International Airport,Aeropuerto Int. Ministro Pistarini,Colombia,Bogotá,61,11788,14096
2025,Marzo,Avianca,José María Córdova International Airport,Aeropuerto Int. Ministro Pistarini,Colombia,Medellín,27,4194,4915
2025,Marzo,Avianca,San José Airport,Aeropuerto Int. Ministro Pistarini,Guatemala,NA,1,145,180
2025,Marzo,Avianca,Aeropuerto Int. Ministro Pistarini,Mariscal Sucre International Airport,Argentina,Buenos Aires,27,3101,4614
2025,Marzo,Boliviana de Aviación,Aeropuerto Int. Ministro Pistarini,Viru Viru International Airport,Argentina,Buenos Aires,52,7084,8681
2025,Marzo,Boliviana de Aviación,Viru Viru International Airport,Aeropuerto Int. Ministro Pistarini,Bolivia,Santa Cruz de la Sierra,53,8554,8870
2025,Marzo,British Airways,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,25,7787,8275
2025,Marzo,Copa Airlines,Tocumen International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Panamá,Panamá,29,4416,4604
2025,Marzo,Copa Airlines,Tocumen International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Panamá,Panamá,61,9215,9438
2025,Marzo,Copa Airlines,Aeropuerto Int. de Rosario Islas Malvinas,Tocumen International Airport,Argentina,Rosario,31,4690,4912
2025,Marzo,Copa Airlines,Aeropuerto Int. Ingeniero Ambrosio Taravella,Tocumen International Airport,Argentina,Córdoba,62,9295,9592
2025,Marzo,Copa Airlines,Aeropuerto Int. Ministro Pistarini,Tocumen International Airport,Argentina,Buenos Aires,151,23043,25239
2025,Marzo,Copa Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Tocumen International Airport,Argentina,Mendoza,22,3335,3400
2025,Marzo,Delta Air Lines,Hartsfield Jackson Atlanta International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Atlanta,29,7639,8149
2025,Marzo,Delta Air Lines,John F Kennedy International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Nueva York,26,5988,7177
2025,Marzo,Delta Air Lines,Aeropuerto Int. Ministro Pistarini,Hartsfield Jackson Atlanta International Airport,Argentina,Buenos Aires,31,7807,8711
2025,Marzo,Delta Air Lines,Aeropuerto Int. Ministro Pistarini,John F Kennedy International Airport,Argentina,Buenos Aires,27,5959,7517
2025,Marzo,Emirates Airline,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,22,5663,7788
2025,Marzo,Emirates Airline,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,20,5471,7080
2025,Marzo,Ethiopian Airlines,Miami International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Miami,1,310,321
2025,Marzo,Ethiopian Airlines,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,31,6689,9951
2025,Marzo,Ethiopian Airlines,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,30,6494,9630
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Hercílio Luz International Airport,Argentina,Buenos Aires,31,4780,5859
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,25,3359,4725
2025,Marzo,Flybondi,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,55,9284,10395
2025,Marzo,Flybondi,Hercílio Luz International Airport,Aeroparque Jorge Newbery,Brasil,Florianópolis,20,3356,3780
2025,Marzo,Flybondi,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,42,7198,7929
2025,Marzo,Flybondi,Guarulhos - Governador André Franco Montoro International Airport,Aeroparque Jorge Newbery,Brasil,São Paulo,25,3759,4725
2025,Marzo,Gol Transportes Aéreos,Aeropuerto Int. de Rosario Islas Malvinas,Rio Galeão – Tom Jobim International Airport,Argentina,Rosario,16,2583,2939
2025,Marzo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Hercílio Luz International Airport,Argentina,Buenos Aires,32,4837,5871
2025,Marzo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,115,17514,21144
2025,Marzo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Guararapes - Gilberto Freyre International Airport,Argentina,Buenos Aires,5,801,930
2025,Marzo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Governador Aluízio Alves International Airport,Argentina,Buenos Aires,2,332,372
2025,Marzo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Deputado Luiz Eduardo Magalhães International Airport,Argentina,Buenos Aires,5,680,921
2025,Marzo,Gol Transportes Aéreos,Aeropuerto Int. Ingeniero Ambrosio Taravella,Rio Galeão – Tom Jobim International Airport,Argentina,Córdoba,22,3697,4020
2025,Marzo,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Presidente Juscelino Kubitschek International Airport,Argentina,Buenos Aires,22,3392,4037
2025,Marzo,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Tancredo Neves International Airport,Argentina,Buenos Aires,8,886,1491
2025,Marzo,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Hercílio Luz International Airport,Argentina,Buenos Aires,34,5032,6252
