Año,Mes,Empresa agrupada,Origen aeropuerto,Destino aeropuerto,Origen país,Origen localidad,Vuelos,Pasajeros,Asientos
2025,Mayo,Aerolíneas Argentinas,Salgado Filho Airport,Aeroparque Jorge Newbery,Brasil,Porto Alegre,16,1744,2309
2025,Mayo,Aerolíneas Argentinas,Comodoro Arturo Merino Benítez International Airport,Aeroparque Jorge Newbery,Chile,Santiago,80,10683,13598
2025,Mayo,Aerolíneas Argentinas,Silvio Pettirossi International Airport,Aeroparque Jorge Newbery,Paraguay,Asunción,31,2679,2976
2025,Mayo,Aerolíneas Argentinas,El Dorado International Airport,Aeroparque Jorge Newbery,Colombia,Bogotá,31,2873,3968
2025,Mayo,Aerolíneas Argentinas,Viru Viru International Airport,Aeroparque Jorge Newbery,Bolivia,Santa Cruz de la Sierra,10,673,960
2025,Mayo,Aerolíneas Argentinas,Jorge Chávez International Airport,Aeroparque Jorge Newbery,Perú,Lima,31,4239,5330
2025,Mayo,Aerolíneas Argentinas,Capitan Corbeta CA Curbelo International Airport/Laguna del Sauce,Aeroparque Jorge Newbery,Uruguay,Punta del Este,19,1458,1971
2025,Mayo,Aerolíneas Argentinas,Carrasco International /General C L Berisso Airport,Aeroparque Jorge Newbery,Uruguay,Montevideo,71,6029,7491
2025,Mayo,Aeroméxico,Licenciado Benito Juarez International Airport,Aeropuerto Int. Ministro Pistarini,México,México DF,29,6755,7884
2025,Mayo,Aeroméxico,Aeropuerto Int. Ministro Pistarini,Licenciado Benito Juarez International Airport,Argentina,Buenos Aires,31,8054,8432
2025,Mayo,Air Canada,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,18,3451,5317
2025,Mayo,Air Canada,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,17,2148,5019
2025,Mayo,Air Europa,Adolfo Suárez Madrid–Barajas Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,España,Madrid,13,3785,4055
2025,Mayo,Air Europa,Adolfo Suárez Madrid–Barajas Airport,Aeropuerto Int. Ministro Pistarini,España,Madrid,31,9571,10497
2025,Mayo,Air Europa,Aeropuerto Int. Ingeniero Ambrosio Taravella,Adolfo Suárez Madrid–Barajas Airport,Argentina,Córdoba,14,4263,4353
2025,Mayo,Air France,Charles de Gaulle International Airport,Aeropuerto Int. Ministro Pistarini,Francia,París,29,7919,9396
2025,Mayo,Air France,Lajes Airport,Aeropuerto Int. Ministro Pistarini,Portugal,NA,1,281,324
2025,Mayo,Air France,Aeropuerto Int. Ministro Pistarini,Charles de Gaulle International Airport,Argentina,Buenos Aires,30,9220,9720
2025,Mayo,American Airlines,John F Kennedy International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Nueva York,31,7627,8287
2025,Mayo,American Airlines,Miami International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Miami,61,14807,15427
2025,Mayo,American Airlines,Aeropuerto Int. Ministro Pistarini,John F Kennedy International Airport,Argentina,Buenos Aires,31,7858,8448
2025,Mayo,American Airlines,Aeropuerto Int. Ministro Pistarini,Miami International Airport,Argentina,Buenos Aires,63,15283,15734
2025,Mayo,Avianca,Aeroparque Jorge Newbery,El Dorado International Airport,Argentina,Buenos Aires,14,1950,2570
2025,Mayo,Avianca,Aeropuerto Int. Ministro Pistarini,José Joaquín de Olmedo International Airport,Argentina,Buenos Aires,18,2289,2961
2025,Mayo,Avianca,Aeropuerto Int. Ministro Pistarini,El Dorado International Airport,Argentina,Buenos Aires,76,15065,16863
2025,Mayo,Avianca,Aeropuerto Int. Ministro Pistarini,José María Córdova International Airport,Argentina,Buenos Aires,31,4706,5721
2025,Mayo,Avianca,José Joaquín de Olmedo International Airport,Aeropuerto Int. Ministro Pistarini,Ecuador,Guayaquil,16,1908,2646
2025,Mayo,Avianca,El Dorado International Airport,Aeroparque Jorge Newbery,Colombia,Bogotá,15,2288,2750
2025,Mayo,Avianca,El Dorado International Airport,Aeropuerto Int. Ministro Pistarini,Colombia,Bogotá,73,14448,16245
2025,Mayo,Avianca,José María Córdova International Airport,Aeropuerto Int. Ministro Pistarini,Colombia,Medellín,32,4843,5856
2025,Mayo,Boliviana de Aviación,Aeropuerto Int. Ministro Pistarini,Viru Viru International Airport,Argentina,Buenos Aires,52,7973,9108
2025,Mayo,Boliviana de Aviación,Viru Viru International Airport,Aeropuerto Int. Ministro Pistarini,Bolivia,Santa Cruz de la Sierra,51,8048,8940
2025,Mayo,British Airways,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,30,5062,7467
2025,Mayo,British Airways,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,26,3677,6424
2025,Mayo,Copa Airlines,Tocumen International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Panamá,Panamá,40,5997,6714
2025,Mayo,Copa Airlines,Tocumen International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Panamá,Panamá,63,8975,9742
2025,Mayo,Copa Airlines,Tocumen International Airport,Aeropuerto Int. Ministro Pistarini,Panamá,Panamá,155,23339,25642
2025,Mayo,Copa Airlines,Tocumen International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Panamá,Panamá,22,3120,3430
2025,Mayo,Copa Airlines,Aeropuerto Int. de Rosario Islas Malvinas,Tocumen International Airport,Argentina,Rosario,41,6438,6868
2025,Mayo,Copa Airlines,Aeropuerto Int. Ingeniero Ambrosio Taravella,Tocumen International Airport,Argentina,Córdoba,62,8991,9588
2025,Mayo,Copa Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Tocumen International Airport,Argentina,Mendoza,23,3478,3584
2025,Mayo,Delta Air Lines,Hartsfield Jackson Atlanta International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Atlanta,29,7355,7961
2025,Mayo,Delta Air Lines,Aeropuerto Int. Ministro Pistarini,Hartsfield Jackson Atlanta International Airport,Argentina,Buenos Aires,30,7681,8242
2025,Mayo,Ethiopian Airlines,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,31,4961,9951
2025,Mayo,Ethiopian Airlines,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,31,5095,9951
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,27,3562,5103
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,26,2485,4914
2025,Mayo,Flybondi,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,29,4150,5481
2025,Mayo,Flybondi,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,34,5251,6426
2025,Mayo,Flybondi,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,22,3152,4158
2025,Mayo,Flybondi,Guarulhos - Governador André Franco Montoro International Airport,Aeroparque Jorge Newbery,Brasil,São Paulo,17,2104,3213
2025,Mayo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Hercílio Luz International Airport,Argentina,Buenos Aires,35,4456,6408
2025,Mayo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,64,8893,11669
2025,Mayo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,145,21501,26635
2025,Mayo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Deputado Luiz Eduardo Magalhães International Airport,Argentina,Buenos Aires,14,1319,2595
2025,Mayo,Gol Transportes Aéreos,Aeropuerto Int. Ingeniero Ambrosio Taravella,Rio Galeão – Tom Jobim International Airport,Argentina,Córdoba,22,3369,4065
2025,Mayo,Gol Transportes Aéreos,Aeropuerto Int. Ingeniero Ambrosio Taravella,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Córdoba,14,1887,2548
2025,Mayo,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Presidente Juscelino Kubitschek International Airport,Argentina,Buenos Aires,9,1108,1635
2025,Mayo,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,35,5137,6474
2025,Mayo,Gol Transportes Aéreos,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Mendoza,18,2758,3293
2025,Mayo,Gol Transportes Aéreos,Presidente Juscelino Kubitschek International Airport,Aeroparque Jorge Newbery,Brasil,Brasilia,22,2941,4019
2025,Mayo,Gol Transportes Aéreos,Hercílio Luz International Airport,Aeroparque Jorge Newbery,Brasil,Florianópolis,38,5324,6939
2025,Mayo,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,59,9231,10767
2025,Mayo,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Río de Janeiro,21,3283,3879
2025,Mayo,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,37,5450,6816
2025,Mayo,Gol Transportes Aéreos,Guarulhos - Governador André Franco Montoro International Airport,Aeroparque Jorge Newbery,Brasil,São Paulo,146,20861,26803
2025,Mayo,Gol Transportes Aéreos,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,São Paulo,15,2155,2734
2025,Mayo,Gol Transportes Aéreos,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Brasil,São Paulo,18,2793,3293
2025,Mayo,Gol Transportes Aéreos,Deputado Luiz Eduardo Magalhães International Airport,Aeroparque Jorge Newbery,Brasil,Salvador,15,2096,2790
2025,Mayo,ITA Airways,Leonardo da Vinci (Fiumicino) International Airport,Aeropuerto Int. Ministro Pistarini,Italia,Roma,40,11366,13360
2025,Mayo,ITA Airways,Aeropuerto Int. Ministro Pistarini,Leonardo da Vinci (Fiumicino) International Airport,Argentina,Buenos Aires,40,12584,13360
2025,Mayo,Iberia Airlines,Adolfo Suárez Madrid–Barajas Airport,Aeropuerto Int. Ministro Pistarini,España,Madrid,81,24552,27742
2025,Mayo,Iberia Airlines,Aeropuerto Int. Ministro Pistarini,Adolfo Suárez Madrid–Barajas Airport,Argentina,Buenos Aires,80,27271,27394
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Hercílio Luz International Airport,Argentina,Buenos Aires,28,2713,5262
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,58,7098,10788
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,64,9862,13794
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Silvio Pettirossi International Airport,Argentina,Buenos Aires,21,2897,3906
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Jorge Chávez International Airport,Argentina,Buenos Aires,31,4669,5766
2025,Mayo,JetSMART Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Comodoro Arturo Merino Benítez International Airport,Argentina,Mendoza,28,3236,6126
2025,Mayo,JetSMART Airlines,Hercílio Luz International Airport,Aeroparque Jorge Newbery,Brasil,Florianópolis,28,3055,5262
2025,Mayo,JetSMART Airlines,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,59,8185,10974
2025,Mayo,JetSMART Airlines,Comodoro Arturo Merino Benítez International Airport,Aeroparque Jorge Newbery,Chile,Santiago,64,9775,13794
2025,Mayo,JetSMART Airlines,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Chile,Santiago,28,2947,6126
2025,Mayo,JetSMART Airlines,Silvio Pettirossi International Airport,Aeroparque Jorge Newbery,Paraguay,Asunción,21,2896,3906
2025,Mayo,JetSMART Airlines,Jorge Chávez International Airport,Aeroparque Jorge Newbery,Perú,Lima,31,4811,5766
2025,Mayo,KLM,Amsterdam Airport Schiphol,Aeropuerto Int. Ministro Pistarini,Países Bajos,Amsterdam,30,7252,8930
2025,Mayo,KLM,Aeropuerto Int. Ministro Pistarini,Amsterdam Airport Schiphol,Argentina,Buenos Aires,28,6700,8342
2025,Mayo,KLM,Aeropuerto Int. Ministro Pistarini,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,30,4085,8930
2025,Mayo,KLM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ministro Pistarini,Chile,Santiago,29,4260,8636
2025,Mayo,LATAM,Aeroparque Jorge Newbery,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,150,22558,25704
2025,Mayo,LATAM,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,20,2857,3476
2025,Mayo,LATAM,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Mendoza,18,2609,3060
2025,Mayo,LATAM,Guarulhos - Governador André Franco Montoro International Airport,Aeroparque Jorge Newbery,Brasil,São Paulo,151,22371,25866
2025,Mayo,LATAM,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Brasil,São Paulo,18,2576,3060
2025,Mayo,LATAM,Aeroparque Jorge Newbery,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,125,16113,20886
2025,Mayo,LATAM,Aeropuerto Int. Ingeniero Ambrosio Taravella,Comodoro Arturo Merino Benítez International Airport,Argentina,Córdoba,34,5360,6730
2025,Mayo,LATAM,Aeropuerto Int. Ministro Pistarini,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,79,11335,15953
2025,Mayo,LATAM,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Comodoro Arturo Merino Benítez International Airport,Argentina,Mendoza,40,6441,7296
2025,Mayo,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeroparque Jorge Newbery,Chile,Santiago,125,15968,20886
2025,Mayo,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Chile,Santiago,35,5651,6950
2025,Mayo,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ministro Pistarini,Chile,Santiago,81,13201,16297
2025,Mayo,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Chile,Santiago,40,6188,7296
2025,Mayo,LATAM,Aeropuerto Int. Ministro Pistarini,Jorge Chávez International Airport,Argentina,Buenos Aires,93,11975,14682
2025,Mayo,LATAM,Jorge Chávez International Airport,Aeropuerto Int. Ministro Pistarini,Perú,Lima,88,10870,13980
2025,Mayo,LATAM,Aeroparque Jorge Newbery,Jorge Chávez International Airport,Argentina,Buenos Aires,60,8267,10026
2025,Mayo,LATAM,Aeropuerto Int. Ingeniero Ambrosio Taravella,Jorge Chávez International Airport,Argentina,Córdoba,31,4523,5202
2025,Mayo,LATAM,Aeropuerto Int. Martín Miguel de Güemes,Jorge Chávez International Airport,Argentina,Salta,22,2871,3720
2025,Mayo,LATAM,Jorge Chávez International Airport,Aeroparque Jorge Newbery,Perú,Lima,60,8764,10056
2025,Mayo,LATAM,Jorge Chávez International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Perú,Lima,24,3088,4086
2025,Mayo,LATAM,Jorge Chávez International Airport,Aeropuerto Int. Martín Miguel de Güemes,Perú,Lima,22,2702,3720
2025,Mayo,Lufthansa,Frankfurt am Main International Airport,Aeropuerto Int. Ministro Pistarini,Alemania,Frankfurt am Main,27,8598,9903
2025,Mayo,Lufthansa,Aeropuerto Int. Ministro Pistarini,Frankfurt am Main International Airport,Argentina,Buenos Aires,31,11000,11384
2025,Mayo,Paranair,Aeroparque Jorge Newbery,Silvio Pettirossi International Airport,Argentina,Buenos Aires,52,1846,2600
2025,Mayo,Paranair,Aeropuerto Int. Gdor. Horacio Guzmán,Silvio Pettirossi International Airport,Argentina,San Salvador de Jujuy,9,118,450
2025,Mayo,Paranair,Silvio Pettirossi International Airport,Aeroparque Jorge Newbery,Paraguay,Asunción,51,1903,2550
2025,Mayo,Paranair,Silvio Pettirossi International Airport,Aeropuerto Int. Gdor. Horacio Guzmán,Paraguay,Asunción,9,94,450
2025,Mayo,Sky Airline,Aeroparque Jorge Newbery,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,81,8844,15118
2025,Mayo,Sky Airline,Aeropuerto Int. Ministro Pistarini,Jorge Chávez International Airport,Argentina,Buenos Aires,9,1114,1674
2025,Mayo,Sky Airline,Comodoro Arturo Merino Benítez International Airport,Aeroparque Jorge Newbery,Chile,Santiago,79,8712,14746
2025,Mayo,Sky Airline,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ministro Pistarini,Chile,Santiago,24,2348,4464
2025,Mayo,Sky Airline,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Chile,Santiago,37,5503,6882
2025,Mayo,Sky Airline,Jorge Chávez International Airport,Aeroparque Jorge Newbery,Perú,Lima,26,3526,4836
2025,Mayo,Turkish Airlines,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,32,6461,10528
2025,Mayo,Turkish Airlines,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,31,5118,10199
2025,Mayo,United Airlines,George Bush Intercontinental Houston Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Houston,30,7384,8048
2025,Mayo,United Airlines,Aeropuerto Int. Ministro Pistarini,George Bush Intercontinental Houston Airport,Argentina,Buenos Aires,31,7487,8315
2025,Mayo,Aerolíneas Argentinas,Punta Cana International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,República Dominicana,Punta Cana,12,1623,2070
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Internacional Afonso Pena,Argentina,Buenos Aires,13,1289,1906
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Viru Viru International Airport,Argentina,Buenos Aires,9,685,864
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Rio Galeão – Tom Jobim International Airport,Argentina,Córdoba,10,1098,1748
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Internacional Afonso Pena,Aeroparque Jorge Newbery,Brasil,Curitiba,13,1196,1906
2025,Mayo,Aerolíneas Argentinas,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Río de Janeiro,10,1144,1720
2025,Mayo,Aerolíneas Argentinas,Deputado Luiz Eduardo Magalhães International Airport,Aeroparque Jorge Newbery,Brasil,Salvador,9,1049,1559
2025,Mayo,Arajet,Punta Cana International Airport,Aeropuerto Int. Ministro Pistarini,República Dominicana,Punta Cana,31,4422,5795
2025,Mayo,Arajet,Aeropuerto Int. Ministro Pistarini,Punta Cana International Airport,Argentina,Buenos Aires,32,4875,5980
2025,Mayo,Avianca,Aeropuerto Int. Ministro Pistarini,Mariscal Sucre International Airport,Argentina,Buenos Aires,17,2061,2880
2025,Mayo,Avianca,Mariscal Sucre International Airport,Aeropuerto Int. Ministro Pistarini,Ecuador,Quito,16,1796,2700
2025,Mayo,Emirates Airline,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,22,4647,7788
2025,Mayo,Emirates Airline,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,19,4173,6726
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Hercílio Luz International Airport,Argentina,Buenos Aires,2,107,378
2025,Mayo,Flybondi,Hercílio Luz International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Florianópolis,1,143,189
2025,Mayo,Flybondi,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,8,642,1512
2025,Mayo,Gol Transportes Aéreos,Aeropuerto Int. de Rosario Islas Malvinas,Rio Galeão – Tom Jobim International Airport,Argentina,Rosario,14,2187,2577
2025,Mayo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Presidente Juscelino Kubitschek International Airport,Argentina,Buenos Aires,21,3178,3834
2025,Mayo,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Hercílio Luz International Airport,Argentina,Buenos Aires,11,861,2001
2025,Mayo,Gol Transportes Aéreos,Hercílio Luz International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Florianópolis,8,980,1470
2025,Mayo,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Brasil,Río de Janeiro,13,2080,2391
2025,Mayo,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,9,1079,1728
2025,Mayo,JetSMART Airlines,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,9,1151,1728
2025,Mayo,LATAM,Aeropuerto Int. de Rosario Islas Malvinas,Jorge Chávez International Airport,Argentina,Rosario,13,1806,2196
2025,Mayo,LATAM,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Jorge Chávez International Airport,Argentina,Mendoza,22,3025,3738
2025,Mayo,LATAM,Jorge Chávez International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Perú,Lima,13,1744,2196
2025,Mayo,Level,Barcelona International Airport/El Prat,Aeropuerto Int. Ministro Pistarini,España,Barcelona,21,6124,6555
2025,Mayo,Level,Aeropuerto Int. Ministro Pistarini,Barcelona International Airport/El Prat,Argentina,Buenos Aires,22,6725,6869
2025,Mayo,Sky Airline,Aeroparque Jorge Newbery,Jorge Chávez International Airport,Argentina,Buenos Aires,22,3128,4092
2025,Mayo,Sky Airline,Aeropuerto Int. Ministro Pistarini,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,17,1950,3162
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Salta,4,296,718
2025,Mayo,Air Europa,Aeropuerto Int. Ministro Pistarini,Carrasco International /General C L Berisso Airport,Argentina,Buenos Aires,1,263,333
2025,Mayo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Tancredo Neves International Airport,Argentina,Buenos Aires,9,1195,1629
2025,Mayo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Pinto Martins International Airport,Argentina,Buenos Aires,5,644,912
2025,Mayo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Guararapes - Gilberto Freyre International Airport,Argentina,Buenos Aires,9,1296,1646
2025,Mayo,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Zumbi dos Palmares Airport,Argentina,Buenos Aires,5,671,912
2025,Mayo,Gol Transportes Aéreos,Tancredo Neves International Airport,Aeroparque Jorge Newbery,Brasil,Belo Horizonte,7,862,1257
2025,Mayo,Gol Transportes Aéreos,Pinto Martins International Airport,Aeroparque Jorge Newbery,Brasil,Fortaleza,5,673,920
2025,Mayo,Gol Transportes Aéreos,Pinto Martins International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Fortaleza,5,595,930
2025,Mayo,Gol Transportes Aéreos,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,7,1007,1275
2025,Mayo,Gol Transportes Aéreos,Guararapes - Gilberto Freyre International Airport,Aeroparque Jorge Newbery,Brasil,Recife,8,1172,1470
2025,Mayo,Gol Transportes Aéreos,Guararapes - Gilberto Freyre International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Recife,4,517,744
2025,Mayo,Gol Transportes Aéreos,Governador Aluízio Alves International Airport,Aeroparque Jorge Newbery,Brasil,Natal,5,753,930
2025,Mayo,Iberia Airlines,Aeropuerto Int. Ministro Pistarini,Carrasco International /General C L Berisso Airport,Argentina,Buenos Aires,1,240,288
2025,Mayo,Iberia Airlines,Carrasco International /General C L Berisso Airport,Aeropuerto Int. Ministro Pistarini,Uruguay,Montevideo,1,240,288
2025,Mayo,Paranair,Aeropuerto Int. Martín Miguel de Güemes,Silvio Pettirossi International Airport,Argentina,Salta,9,202,450
2025,Mayo,Paranair,Silvio Pettirossi International Airport,Aeropuerto Int. Martín Miguel de Güemes,Paraguay,Asunción,9,180,450
2025,Mayo,Swiss International Air Lines,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,9,1380,3060
2025,Mayo,Swiss International Air Lines,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,9,774,3060
2025,Mayo,Flybondi,Zumbi dos Palmares Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Maceió,1,106,189
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Deputado Luiz Eduardo Magalhães International Airport,Argentina,Buenos Aires,8,984,1389
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Palonegro Airport,Argentina,Buenos Aires,1,56,170
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Punta Cana International Airport,Argentina,San Miguel de Tucumán,4,463,700
2025,Mayo,Aerolíneas Argentinas,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Martín Miguel de Güemes,Brasil,São Paulo,4,232,718
2025,Mayo,Emirates Airline,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,1,334,354
2025,Mayo,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Zumbi dos Palmares Airport,Argentina,Córdoba,1,10,189
2025,Mayo,Flybondi,Hercílio Luz International Airport,Aeroparque Jorge Newbery,Brasil,Florianópolis,1,159,189
2025,Mayo,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Governador Aluízio Alves International Airport,Argentina,Buenos Aires,4,611,744
2025,Mayo,Gol Transportes Aéreos,Aeropuerto Int. Ingeniero Ambrosio Taravella,Guararapes - Gilberto Freyre International Airport,Argentina,Córdoba,4,559,744
2025,Mayo,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Pinto Martins International Airport,Argentina,Buenos Aires,4,500,744
2025,Mayo,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Porto Seguro Airport,Argentina,Buenos Aires,4,572,735
2025,Mayo,Gol Transportes Aéreos,Presidente Juscelino Kubitschek International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Brasilia,4,458,735
2025,Mayo,Gol Transportes Aéreos,Presidente Castro Pinto International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,João Pessoa,4,488,726
