Año,Mes,Provincia origen,Provincia destino,Servicios,Pasajeros,Asientos
2024,4,Ciudad Autónoma de Buenos Aires,Santiago del Estero,486,2634,27624
2024,4,Ciudad Autónoma de Buenos Aires,Tucumán,440,2778,24985
2024,4,Santa Fe,Salta,195,543,11190
2024,4,Santa Fe,Tucumán,252,889,14354
2024,4,Santiago del Estero,Salta,334,871,18725
2024,4,Chaco,Ciudad Autónoma de Buenos Aires,1000,6596,54017
2024,4,Formosa,Buenos Aires,506,2708,26780
2024,4,Formosa,Ciudad Autónoma de Buenos Aires,587,5312,30604
2024,4,Buenos Aires,Chaco,875,4279,48955
2024,4,Ciudad Autónoma de Buenos Aires,Chaco,999,6024,54396
2024,4,Ciudad Autónoma de Buenos Aires,Formosa,585,4334,30906
2024,4,Chaco,Buenos Aires,873,4504,48266
2024,4,Corrientes,Corrientes,887,9799,47454
2024,4,Buenos Aires,Buenos Aires,3990,27004,203257
2024,4,Chaco,La Pampa,15,21,712
2024,4,Chaco,Neuquén,21,46,1010
2024,4,Corrientes,La Pampa,8,11,364
2024,4,Entre Ríos,La Pampa,23,38,1237
2024,4,Entre Ríos,Neuquén,24,42,1303
2024,4,Formosa,Neuquén,23,58,1128
2024,4,La Pampa,La Pampa,179,383,8053
2024,4,Neuquén,Mendoza,233,3442,12200
2024,4,Río Negro,Mendoza,259,5201,13474
2024,4,Santa Fe,Formosa,244,1112,14152
2024,4,Santa Fe,La Pampa,49,135,2661
2024,4,Santa Fe,Neuquén,59,393,3148
2024,4,La Rioja,Santa Fe,39,152,2187
2024,4,Corrientes,Neuquén,11,28,515
2024,4,Formosa,La Pampa,9,14,423
2024,4,Neuquén,La Pampa,197,370,10539
2024,4,Santa Fe,Río Negro,68,293,3747
2024,4,Catamarca,La Rioja,413,2672,23930
2024,4,La Rioja,Catamarca,391,1905,22754
2024,4,Córdoba,Neuquén,59,375,3452
2024,4,Córdoba,Río Negro,113,644,6665
2024,4,Jujuy,Córdoba,321,3269,16909
2024,4,Jujuy,Salta,2098,24108,121555
2024,4,Jujuy,Santiago del Estero,169,336,10030
2024,4,Jujuy,Tucumán,460,3288,27123
2024,4,Salta,Jujuy,1997,23084,116540
2024,4,Salta,Neuquén,32,75,1864
2024,4,Salta,La Pampa,69,157,3947
2024,4,Santiago del Estero,La Pampa,47,96,2733
2024,4,Santiago del Estero,Neuquén,36,85,2100
2024,4,Tucumán,Neuquén,47,76,2674
2024,4,La Pampa,Santa Fe,50,143,2926
2024,4,Río Negro,Entre Ríos,36,76,2108
2024,4,Salta,Salta,1409,24905,81603
2024,4,Formosa,Río Negro,10,39,499
2024,4,Córdoba,Jujuy,300,2250,15783
2024,4,La Pampa,Salta,60,157,3427
2024,4,La Pampa,Tucumán,34,44,1982
2024,4,Neuquén,Córdoba,62,412,3629
2024,4,Neuquén,Jujuy,20,36,1167
2024,4,Neuquén,Santiago del Estero,32,49,1869
2024,4,Neuquén,Tucumán,39,94,2247
2024,4,Río Negro,Córdoba,115,726,6777
2024,4,Río Negro,Tucumán,69,207,4048
2024,4,Río Negro,Salta,47,107,2758
2024,4,Río Negro,Santiago del Estero,59,172,3458
2024,4,Santiago del Estero,Jujuy,141,283,8325
2024,4,Tucumán,Jujuy,429,2545,25286
2024,4,Santiago del Estero,Río Negro,40,79,2347
2024,4,Tucumán,La Pampa,31,47,1819
2024,4,Tucumán,Río Negro,48,107,2819
2024,4,La Pampa,Jujuy,53,162,3001
2024,4,Jujuy,Río Negro,35,74,2060
2024,4,Salta,Río Negro,40,81,2356
2024,4,Jujuy,La Pampa,69,144,3940
2024,4,La Pampa,Santiago del Estero,39,84,2284
2024,4,Neuquén,Salta,27,52,1571
2024,4,Buenos Aires,Formosa,495,2143,26669
2024,4,Chaco,Santiago del Estero,184,738,10193
2024,4,Chaco,Salta,79,1226,4656
2024,4,Formosa,Salta,52,674,3088
2024,4,Santa Fe,Santa Fe,395,1916,23715
2024,4,Salta,Chaco,82,1406,4323
2024,4,Salta,Formosa,51,723,2552
2024,4,Santa Fe,Santiago del Estero,330,1192,18926
2024,4,Río Negro,Jujuy,44,77,2586
2024,4,Jujuy,Neuquén,11,16,644
2024,4,La Pampa,Corrientes,10,15,590
2024,4,Mendoza,La Pampa,230,920,12974
2024,4,Misiones,Formosa,51,291,3020
2024,4,Córdoba,Misiones,98,799,3821
2024,4,Entre Ríos,Misiones,349,1394,16975
2024,4,Santa Fe,Misiones,184,1211,8493
2024,4,Misiones,Entre Ríos,391,1507,19716
2024,4,Buenos Aires,Misiones,602,5807,31157
2024,4,Ciudad Autónoma de Buenos Aires,Misiones,705,9979,35175
2024,4,Misiones,Ciudad Autónoma de Buenos Aires,744,13975,37171
2024,4,San Luis,Chaco,9,12,524
2024,4,Mendoza,Ciudad Autónoma de Buenos Aires,449,7902,24571
2024,4,Jujuy,Ciudad Autónoma de Buenos Aires,164,4626,9935
2024,4,Mendoza,San Juan,680,11469,37654
2024,4,Buenos Aires,San Juan,143,598,7802
2024,4,Buenos Aires,Mendoza,377,2061,21354
2024,4,Ciudad Autónoma de Buenos Aires,Mendoza,429,5958,23466
2024,4,Ciudad Autónoma de Buenos Aires,San Juan,139,1817,8027
2024,4,San Luis,San Juan,176,1285,10298
2024,4,La Pampa,Mendoza,220,955,12386
2024,4,Mendoza,Mendoza,400,2173,23125
2024,4,Mendoza,Buenos Aires,400,2433,22629
2024,4,San Juan,Buenos Aires,165,696,9022
2024,4,San Juan,Ciudad Autónoma de Buenos Aires,148,2115,8514
2024,4,San Juan,Mendoza,644,11667,35557
2024,4,Córdoba,San Juan,194,3906,11167
2024,4,La Rioja,La Rioja,185,753,10586
2024,4,La Rioja,San Juan,264,2154,15251
2024,4,Jujuy,Jujuy,508,6751,31687
2024,4,Santiago del Estero,Santiago del Estero,425,1019,25198
2024,4,Misiones,Buenos Aires,612,7538,31582
2024,4,Chubut,Santa Cruz,401,7476,22431
2024,4,Río Negro,Chubut,482,5234,26473
2024,4,Río Negro,Santa Cruz,105,390,5897
2024,4,Santa Cruz,Buenos Aires,49,126,2640
2024,4,Santa Cruz,Santa Cruz,310,5039,17662
2024,4,San Luis,San Luis,486,1371,28012
2024,4,Tucumán,Entre Ríos,57,253,3244
2024,4,Entre Ríos,Tucumán,57,218,3246
2024,4,San Luis,La Pampa,69,466,3973
2024,4,Formosa,Jujuy,22,144,1316
2024,4,Jujuy,Formosa,23,119,1376
2024,4,Entre Ríos,Entre Ríos,17,36,997
2024,4,Buenos Aires,Chubut,180,1481,9874
2024,4,Chubut,Chubut,589,6692,33727
2024,4,Ciudad Autónoma de Buenos Aires,Chubut,138,934,7310
2024,4,Catamarca,Jujuy,89,309,5133
2024,4,Catamarca,Salta,137,873,7586
2024,4,La Rioja,Jujuy,90,396,5201
2024,4,La Rioja,Salta,83,365,4841
2024,4,La Rioja,Tucumán,169,601,9880
2024,4,Mendoza,Jujuy,98,746,5663
2024,4,Mendoza,La Rioja,189,918,11012
2024,4,Mendoza,Salta,92,779,5345
2024,4,Mendoza,Tucumán,132,532,7683
2024,4,San Juan,La Rioja,267,1990,15427
2024,4,Buenos Aires,Jujuy,118,423,7053
2024,4,Santiago del Estero,Entre Ríos,38,105,2152
2024,4,Entre Ríos,Santiago del Estero,40,99,2268
2024,4,San Juan,San Juan,213,1886,11773
2024,4,Catamarca,Catamarca,385,9694,20869
2024,4,Buenos Aires,Santa Cruz,52,180,2819
2024,4,Chaco,Chubut,24,99,1440
2024,4,Chaco,Santa Cruz,10,25,600
2024,4,Corrientes,Chubut,24,97,1440
2024,4,Entre Ríos,Chubut,19,46,1140
2024,4,Santa Fe,Santa Cruz,14,27,840
2024,4,Santa Fe,Chubut,25,103,1500
2024,4,Chubut,Córdoba,72,455,4278
2024,4,Chubut,Río Negro,568,4903,30409
2024,4,Chubut,Santiago del Estero,19,32,1130
2024,4,Santa Cruz,Chubut,359,6303,19933
2024,4,Santa Cruz,La Pampa,20,29,1192
2024,4,Santa Cruz,Córdoba,57,212,3393
2024,4,Santa Cruz,Salta,37,92,2208
2024,4,Jujuy,Catamarca,92,324,5320
2024,4,Jujuy,La Rioja,96,589,5548
2024,4,Jujuy,Mendoza,89,355,5133
2024,4,Jujuy,San Juan,58,128,3366
2024,4,La Rioja,Mendoza,184,917,10739
2024,4,Salta,Catamarca,130,602,7445
2024,4,Salta,La Rioja,96,713,5560
2024,4,Salta,Mendoza,86,404,5005
2024,4,Salta,San Juan,75,207,4379
2024,4,Tucumán,La Rioja,169,651,9863
2024,4,Buenos Aires,Neuquén,338,2434,16388
2024,4,San Juan,Córdoba,196,4031,11301
2024,4,San Juan,San Luis,198,1562,11542
2024,4,Mendoza,Catamarca,107,311,6227
2024,4,San Juan,Catamarca,90,224,5257
2024,4,San Juan,Jujuy,56,124,3243
2024,4,San Juan,Salta,64,179,3743
2024,4,San Juan,Tucumán,100,263,5797
2024,4,Córdoba,Chubut,74,447,4395
2024,4,Córdoba,Santa Cruz,57,252,3391
2024,4,Jujuy,Chubut,46,136,2742
2024,4,Jujuy,Santa Cruz,27,67,1611
2024,4,La Pampa,Chubut,53,149,3155
2024,4,La Pampa,Santa Cruz,19,29,1127
2024,4,Santiago del Estero,Chubut,18,29,1071
2024,4,Tucumán,Chubut,30,50,1781
2024,4,Catamarca,Mendoza,101,280,5894
2024,4,Chaco,Catamarca,15,36,898
2024,4,Chaco,La Rioja,14,36,838
2024,4,Chaco,Tucumán,50,172,2622
2024,4,Chaco,San Juan,17,30,1020
2024,4,Corrientes,Catamarca,10,14,600
2024,4,Corrientes,Tucumán,31,72,1518
2024,4,Santiago del Estero,La Rioja,30,176,1794
2024,4,Santiago del Estero,Mendoza,27,103,1618
2024,4,San Juan,Neuquén,63,300,3174
2024,4,San Juan,Santa Fe,63,358,3736
2024,4,Jujuy,Buenos Aires,126,405,7445
2024,4,Ciudad Autónoma de Buenos Aires,Jujuy,164,2618,9919
2024,4,Catamarca,San Juan,87,271,5045
2024,4,Chubut,Neuquén,88,663,5204
2024,4,Catamarca,Chaco,15,39,900
2024,4,Mendoza,Santiago del Estero,30,190,1800
2024,4,San Juan,Chaco,20,34,1200
2024,4,San Juan,Santiago del Estero,17,46,1020
2024,4,Tucumán,San Juan,87,217,5073
2024,4,Tucumán,Mendoza,117,482,6836
2024,4,Chubut,Buenos Aires,197,1546,10692
2024,4,Chubut,Ciudad Autónoma de Buenos Aires,144,1382,7611
2024,4,San Juan,Río Negro,42,107,2068
2024,4,Santa Fe,Jujuy,97,319,5950
2024,4,Jujuy,Santa Fe,118,409,7236
2024,4,Neuquén,San Juan,60,264,2978
2024,4,Neuquén,Neuquén,51,115,2553
2024,4,Neuquén,Formosa,17,36,1003
2024,4,Río Negro,Formosa,16,58,944
2024,4,Río Negro,Chaco,10,18,593
2024,4,Chubut,Jujuy,44,108,2614
2024,4,Santa Cruz,Río Negro,108,891,5992
2024,4,Santa Cruz,Tucumán,24,54,1430
2024,4,Neuquén,Chubut,87,612,5148
2024,4,Santa Cruz,Ciudad Autónoma de Buenos Aires,37,116,2183
2024,4,Chubut,Chaco,22,91,1320
2024,4,Chubut,Corrientes,24,124,1440
2024,4,Chubut,Santa Fe,24,123,1438
2024,4,Chubut,Entre Ríos,17,27,1020
2024,4,Santa Cruz,Chaco,16,28,960
2024,4,Mendoza,Chubut,30,332,1778
2024,4,Neuquén,Santa Cruz,22,43,1306
2024,4,Santa Fe,San Juan,57,276,3402
2024,4,Chubut,Mendoza,30,322,1776
2024,4,Santa Cruz,Mendoza,24,92,1422
2024,4,Santa Cruz,Neuquén,20,52,1184
2024,4,Formosa,Misiones,44,200,2604
2024,4,Chaco,Chaco,72,152,4309
2024,4,Ciudad Autónoma de Buenos Aires,Santa Cruz,36,118,2128
2024,4,Misiones,Misiones,14,15,788
2024,4,Salta,Corrientes,35,615,2075
2024,4,Corrientes,Salta,36,533,2133
2024,4,San Luis,La Rioja,12,375,696
2024,4,Chubut,Salta,39,91,2324
2024,4,Santa Cruz,Santiago del Estero,20,30,1192
2024,4,Salta,Chubut,29,71,1732
2024,4,Salta,Santa Cruz,39,96,2325
2024,4,Santiago del Estero,Formosa,5,7,210
2024,4,Santiago del Estero,San Juan,18,47,1080
2024,4,La Rioja,Chaco,14,28,840
2024,4,Río Negro,San Juan,44,114,2292
2024,4,Chubut,La Pampa,50,133,2971
2024,4,Santa Cruz,Corrientes,10,13,600
2024,4,Mendoza,Santa Cruz,26,82,1540
2024,4,La Rioja,San Luis,12,335,696
2024,4,Catamarca,Chubut,2,21,110
2024,4,Catamarca,Santa Cruz,2,24,110
2024,4,La Rioja,Chubut,1,2,55
2024,4,Formosa,Formosa,17,26,957
2024,4,Tucumán,Santa Cruz,26,45,1547
2024,4,Chaco,Río Negro,12,25,675
2024,4,Corrientes,Río Negro,10,14,544
2024,4,Corrientes,Santa Cruz,14,21,840
2024,4,Entre Ríos,Santa Cruz,5,8,300
2024,4,Santa Cruz,Jujuy,30,61,1788
2024,4,Entre Ríos,Río Negro,24,43,1368
2024,4,Corrientes,La Rioja,8,10,478
2024,4,Corrientes,San Juan,14,25,838
2024,4,Corrientes,Santiago del Estero,45,91,2388
2024,4,San Juan,Corrientes,11,15,660
2024,4,Chubut,Tucumán,22,32,1305
2024,4,Santa Cruz,Santa Fe,12,23,720
2024,4,La Pampa,Formosa,9,17,531
2024,4,Misiones,Santiago del Estero,14,31,606
2024,4,Misiones,Tucumán,23,76,984
2024,4,Santiago del Estero,Santa Cruz,21,38,1246
2024,4,Formosa,Santiago del Estero,4,8,236
2024,4,San Juan,La Pampa,4,4,240
2024,4,Catamarca,Corrientes,10,14,600
2024,4,La Rioja,Corrientes,14,37,838
2024,4,Santa Cruz,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",13,234,725
2024,4,Santa Cruz,Entre Ríos,3,4,180
2024,4,Misiones,La Pampa,8,16,480
2024,4,La Pampa,San Juan,3,3,180
2024,4,La Pampa,Misiones,2,2,120
2024,4,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Cruz,10,255,530
2024,4,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",8,18,432
2024,4,San Juan,Entre Ríos,1,1,58
2024,5,Río Negro,Río Negro,1947,27639,98590
2024,5,Río Negro,Neuquén,1224,12086,62069
2024,5,Salta,Córdoba,306,2870,17345
2024,5,Salta,Tucumán,767,8310,44427
2024,5,Santiago del Estero,Córdoba,522,6883,30254
2024,5,Santiago del Estero,Neuquén,28,61,1636
2024,5,Santiago del Estero,Río Negro,51,108,2989
2024,5,Tucumán,Córdoba,448,3024,25831
2024,5,Tucumán,La Pampa,23,30,1352
2024,5,Tucumán,Neuquén,38,88,2225
2024,5,Tucumán,Río Negro,52,109,3052
2024,5,Tucumán,Santiago del Estero,1076,11763,62356
2024,5,Córdoba,Catamarca,371,5701,20822
2024,5,Chubut,Chubut,580,5946,32993
2024,5,Chubut,Santa Cruz,408,7780,22988
2024,5,Córdoba,Chubut,71,462,4213
2024,5,Córdoba,La Pampa,255,2542,14194
2024,5,Córdoba,Río Negro,106,532,6247
2024,5,Córdoba,Santa Cruz,58,240,3446
2024,5,Jujuy,Santiago del Estero,159,297,9411
2024,5,Jujuy,Tucumán,409,2770,24055
2024,5,La Pampa,Río Negro,310,798,16577
2024,5,La Pampa,Santa Cruz,20,34,1188
2024,5,Río Negro,Chubut,410,4595,23191
2024,5,Salta,Santa Cruz,36,103,2149
2024,5,Catamarca,Córdoba,378,6297,21175
2024,5,Buenos Aires,Ciudad Autónoma de Buenos Aires,3998,57778,197739
2024,5,Buenos Aires,Buenos Aires,3957,27035,199626
2024,5,Salta,Buenos Aires,191,952,10938
2024,5,Salta,Ciudad Autónoma de Buenos Aires,230,2326,13366
2024,5,Salta,Santa Fe,178,565,10285
2024,5,Santa Fe,Buenos Aires,2116,15390,115327
2024,5,Santa Fe,Ciudad Autónoma de Buenos Aires,2341,28033,122106
2024,5,Tucumán,Buenos Aires,367,2554,21179
2024,5,Tucumán,Ciudad Autónoma de Buenos Aires,399,2324,23092
2024,5,Tucumán,Santa Fe,242,862,13874
2024,5,Catamarca,La Rioja,367,2269,21410
2024,5,Catamarca,Mendoza,85,222,4934
2024,5,Jujuy,La Rioja,81,389,4702
2024,5,Jujuy,Mendoza,88,433,5108
2024,5,Jujuy,Salta,1740,18341,99392
2024,5,La Rioja,Mendoza,172,712,9967
2024,5,La Rioja,San Juan,250,1890,14444
2024,5,Salta,Catamarca,104,419,6057
2024,5,Salta,La Rioja,85,450,4949
2024,5,Salta,San Juan,65,189,3802
2024,5,San Juan,Mendoza,616,10667,34174
2024,5,Tucumán,Catamarca,460,2657,26283
2024,5,Tucumán,Mendoza,112,457,6511
2024,5,La Pampa,Buenos Aires,593,3480,29180
2024,5,La Pampa,Ciudad Autónoma de Buenos Aires,568,4170,26580
2024,5,Neuquén,Buenos Aires,323,2248,15541
2024,5,Neuquén,Ciudad Autónoma de Buenos Aires,211,1085,10017
2024,5,Río Negro,Buenos Aires,619,6653,30663
2024,5,Río Negro,Ciudad Autónoma de Buenos Aires,406,3567,19369
2024,5,Chubut,Neuquén,90,578,5331
2024,5,Chubut,Río Negro,446,4135,24916
2024,5,Buenos Aires,Chaco,796,4054,44661
2024,5,Chaco,Salta,73,1210,4307
2024,5,Chaco,Santiago del Estero,182,740,10120
2024,5,Ciudad Autónoma de Buenos Aires,Chaco,845,5085,46546
2024,5,Ciudad Autónoma de Buenos Aires,Corrientes,1304,11373,68147
2024,5,Ciudad Autónoma de Buenos Aires,Formosa,521,3884,27882
2024,5,Ciudad Autónoma de Buenos Aires,Santa Fe,2448,27955,128006
2024,5,Corrientes,Formosa,430,1608,25512
2024,5,Formosa,Chaco,657,3513,38517
2024,5,Formosa,Salta,48,735,2848
2024,5,Salta,Santiago del Estero,334,894,18701
2024,5,Santa Fe,Chaco,725,6853,41662
2024,5,Santa Fe,Formosa,233,1078,13495
2024,5,Santiago del Estero,Santa Fe,319,1312,18395
2024,5,Santiago del Estero,Buenos Aires,518,4918,29378
2024,5,Santiago del Estero,Ciudad Autónoma de Buenos Aires,483,3470,27713
2024,5,Córdoba,Santa Fe,1652,14938,91930
2024,5,San Juan,Córdoba,189,3839,10972
2024,5,San Juan,San Luis,172,1516,10016
2024,5,San Juan,Santa Fe,55,299,3270
2024,5,San Luis,Córdoba,792,9127,44678
2024,5,San Luis,Santa Fe,194,609,11204
2024,5,Córdoba,Ciudad Autónoma de Buenos Aires,1474,20625,76477
2024,5,Córdoba,Córdoba,578,2758,33226
2024,5,Entre Ríos,Ciudad Autónoma de Buenos Aires,1341,18135,71487
2024,5,Mendoza,Buenos Aires,356,1795,20107
2024,5,Mendoza,Ciudad Autónoma de Buenos Aires,430,5271,23477
2024,5,Mendoza,Córdoba,548,5269,30657
2024,5,Mendoza,San Luis,789,7874,44164
2024,5,Mendoza,Santa Fe,129,1014,7368
2024,5,San Luis,Ciudad Autónoma de Buenos Aires,617,5342,34040
2024,5,Catamarca,Chaco,19,34,1138
2024,5,Catamarca,Santiago del Estero,170,1182,8870
2024,5,Catamarca,Tucumán,462,2697,26263
2024,5,Chaco,Corrientes,665,2135,38295
2024,5,La Rioja,Catamarca,358,2011,20843
2024,5,La Rioja,Chaco,23,53,1376
2024,5,La Rioja,Corrientes,17,41,1018
2024,5,La Rioja,Santiago del Estero,32,123,1900
2024,5,Mendoza,Catamarca,82,190,4789
2024,5,Mendoza,Chaco,46,118,2718
2024,5,Mendoza,La Rioja,176,752,10149
2024,5,Mendoza,San Juan,656,10574,36467
2024,5,Mendoza,Santiago del Estero,29,191,1732
2024,5,Mendoza,Tucumán,123,442,7116
2024,5,San Juan,Santiago del Estero,22,41,1318
2024,5,San Juan,Tucumán,84,261,4813
2024,5,Santiago del Estero,Chaco,162,840,8966
2024,5,Tucumán,Chaco,72,376,4067
2024,5,Buenos Aires,Misiones,565,6021,29307
2024,5,Ciudad Autónoma de Buenos Aires,Misiones,639,10204,32067
2024,5,Corrientes,Ciudad Autónoma de Buenos Aires,1297,12267,67705
2024,5,Chaco,Buenos Aires,740,3695,41195
2024,5,Chaco,Ciudad Autónoma de Buenos Aires,846,5260,46153
2024,5,Corrientes,Buenos Aires,994,5917,54079
2024,5,Buenos Aires,Corrientes,1018,5903,55487
2024,5,Buenos Aires,Entre Ríos,1171,6441,64900
2024,5,Ciudad Autónoma de Buenos Aires,Entre Ríos,1419,18131,74902
2024,5,Córdoba,Buenos Aires,1359,9373,71580
2024,5,Entre Ríos,Buenos Aires,1108,6173,61882
2024,5,Santiago del Estero,Tucumán,954,10572,55314
2024,5,Santa Fe,Córdoba,1739,16336,96326
2024,5,Santa Fe,Santa Fe,363,2039,21581
2024,5,Misiones,Buenos Aires,566,6011,29198
2024,5,Jujuy,Córdoba,313,2439,16557
2024,5,Córdoba,Jujuy,300,2142,15798
2024,5,Córdoba,Salta,295,2739,16759
2024,5,Córdoba,Santiago del Estero,539,7113,31224
2024,5,Salta,Jujuy,1693,15981,97212
2024,5,Tucumán,Jujuy,386,2501,22603
2024,5,Buenos Aires,Santa Fe,2240,13853,122708
2024,5,Ciudad Autónoma de Buenos Aires,Buenos Aires,4162,60246,207807
2024,5,Misiones,Ciudad Autónoma de Buenos Aires,656,10677,32964
2024,5,Buenos Aires,Salta,177,1066,9873
2024,5,Buenos Aires,Tucumán,355,2417,19973
2024,5,Buenos Aires,Jujuy,118,518,6990
2024,5,Ciudad Autónoma de Buenos Aires,Jujuy,141,2310,8560
2024,5,Ciudad Autónoma de Buenos Aires,Salta,214,1835,11960
2024,5,Ciudad Autónoma de Buenos Aires,Santiago del Estero,480,3356,27323
2024,5,Ciudad Autónoma de Buenos Aires,Tucumán,387,2001,22011
2024,5,Salta,Salta,1116,24342,65157
2024,5,Santa Fe,Jujuy,92,292,5580
2024,5,Santa Fe,Salta,151,487,8361
2024,5,Tucumán,Salta,770,8158,44118
2024,5,Entre Ríos,Santa Fe,855,10231,47834
2024,5,Chaco,Santa Fe,762,6246,43649
2024,5,Corrientes,Santa Fe,743,5413,40421
2024,5,Corrientes,Corrientes,903,9896,48736
2024,5,Misiones,Chaco,415,2261,23257
2024,5,Misiones,Corrientes,1090,14645,56531
2024,5,Misiones,Santa Fe,241,1508,12035
2024,5,Córdoba,Mendoza,508,4835,28681
2024,5,Córdoba,San Luis,757,9085,42832
2024,5,San Luis,Buenos Aires,550,2089,30620
2024,5,Catamarca,San Juan,88,217,5114
2024,5,Tucumán,La Rioja,152,562,8897
2024,5,Tucumán,San Juan,77,187,4431
2024,5,Catamarca,Catamarca,393,7318,21333
2024,5,Chaco,Córdoba,211,1896,11542
2024,5,Corrientes,Córdoba,212,1200,10638
2024,5,San Juan,Buenos Aires,144,525,7805
2024,5,San Juan,Ciudad Autónoma de Buenos Aires,127,1749,7305
2024,5,Córdoba,Tucumán,468,3018,26990
2024,5,La Pampa,Córdoba,239,2624,13311
2024,5,La Pampa,Salta,56,134,3171
2024,5,La Pampa,Santiago del Estero,46,101,2682
2024,5,Neuquén,Córdoba,59,336,3457
2024,5,Neuquén,Río Negro,1206,12041,61561
2024,5,Neuquén,Salta,30,61,1750
2024,5,Río Negro,La Pampa,341,814,18758
2024,5,Río Negro,Jujuy,57,104,3355
2024,5,Río Negro,Santiago del Estero,53,153,3108
2024,5,Río Negro,Córdoba,108,576,6365
2024,5,Río Negro,Salta,51,126,2989
2024,5,Río Negro,Tucumán,61,182,3585
2024,5,Buenos Aires,Córdoba,1358,9672,71148
2024,5,Buenos Aires,San Luis,521,2027,28973
2024,5,Ciudad Autónoma de Buenos Aires,Córdoba,1466,18952,76137
2024,5,Ciudad Autónoma de Buenos Aires,San Luis,608,4985,33555
2024,5,Jujuy,Buenos Aires,107,325,6308
2024,5,Jujuy,Ciudad Autónoma de Buenos Aires,142,3154,8603
2024,5,Jujuy,Santa Fe,92,266,5612
2024,5,Formosa,Buenos Aires,412,2044,22126
2024,5,Formosa,Ciudad Autónoma de Buenos Aires,504,3949,26534
2024,5,Formosa,Corrientes,474,2057,26963
2024,5,Formosa,Santa Fe,231,1054,13263
2024,5,Chaco,Formosa,617,3536,36444
2024,5,San Luis,San Luis,461,1077,26310
2024,5,Corrientes,Chaco,639,2257,36447
2024,5,Corrientes,Salta,32,398,1892
2024,5,Corrientes,Santiago del Estero,39,89,2144
2024,5,Salta,Chaco,70,1219,3615
2024,5,Salta,Corrientes,31,523,1831
2024,5,Córdoba,Chaco,202,1805,11016
2024,5,Córdoba,Corrientes,192,1048,9433
2024,5,Santa Fe,Corrientes,676,4814,36842
2024,5,Córdoba,Entre Ríos,276,2152,15420
2024,5,Buenos Aires,Chubut,192,1543,10551
2024,5,Buenos Aires,Río Negro,601,6434,30147
2024,5,Misiones,Entre Ríos,341,1172,16362
2024,5,Buenos Aires,Neuquén,328,2109,15778
2024,5,Ciudad Autónoma de Buenos Aires,La Pampa,551,4406,25694
2024,5,Ciudad Autónoma de Buenos Aires,Neuquén,225,1209,10985
2024,5,Ciudad Autónoma de Buenos Aires,Río Negro,430,3284,20509
2024,5,La Pampa,La Pampa,206,439,9167
2024,5,La Pampa,Neuquén,170,326,8927
2024,5,Corrientes,Entre Ríos,615,3275,34020
2024,5,Catamarca,Buenos Aires,116,286,6747
2024,5,Catamarca,Ciudad Autónoma de Buenos Aires,193,1331,11312
2024,5,La Rioja,Córdoba,311,6819,17337
2024,5,La Rioja,La Rioja,162,621,9164
2024,5,San Juan,La Rioja,249,1690,14372
2024,5,San Luis,Mendoza,699,7147,39507
2024,5,Santa Fe,Mendoza,106,986,6032
2024,5,Santa Fe,San Luis,198,636,11412
2024,5,Santa Fe,Entre Ríos,841,10737,47222
2024,5,Buenos Aires,Formosa,427,2028,23063
2024,5,Santiago del Estero,Santiago del Estero,438,1211,25946
2024,5,Santa Cruz,Santa Cruz,343,6419,20021
2024,5,Chaco,Entre Ríos,146,320,8488
2024,5,Chubut,Buenos Aires,196,1714,10616
2024,5,Chubut,Ciudad Autónoma de Buenos Aires,138,1095,7329
2024,5,Buenos Aires,La Pampa,528,3230,26348
2024,5,Chaco,Misiones,382,2251,21501
2024,5,Corrientes,Misiones,953,12760,49430
2024,5,Córdoba,Misiones,90,899,3749
2024,5,Santa Fe,Misiones,183,1266,8592
2024,5,Ciudad Autónoma de Buenos Aires,Mendoza,411,4676,22404
2024,5,Entre Ríos,Misiones,316,1400,15027
2024,5,Entre Ríos,Corrientes,610,3193,33317
2024,5,Mendoza,Neuquén,250,3619,13334
2024,5,Mendoza,Río Negro,252,4040,13550
2024,5,San Juan,Neuquén,55,234,2758
2024,5,San Juan,Río Negro,43,109,2146
2024,5,Entre Ríos,Chaco,125,342,7284
2024,5,Santa Cruz,Chubut,392,6834,22014
2024,5,Santa Fe,Santiago del Estero,314,1346,17837
2024,5,Entre Ríos,Córdoba,274,2189,15390
2024,5,Entre Ríos,Tucumán,49,237,2778
2024,5,Santa Fe,Tucumán,229,778,12754
2024,5,Buenos Aires,Santiago del Estero,532,5097,29888
2024,5,La Pampa,Mendoza,212,896,12099
2024,5,Neuquén,La Pampa,190,335,10141
2024,5,Neuquén,Mendoza,241,3270,12598
2024,5,Neuquén,San Juan,58,198,2882
2024,5,Río Negro,Mendoza,256,4351,13386
2024,5,Río Negro,San Juan,42,77,2094
2024,5,Santiago del Estero,Entre Ríos,35,85,1998
2024,5,Tucumán,Entre Ríos,47,217,2680
2024,5,Neuquén,Neuquén,90,211,4528
2024,5,Buenos Aires,Mendoza,353,1819,20069
2024,5,Córdoba,La Rioja,313,6777,17455
2024,5,Córdoba,San Juan,183,3699,10600
2024,5,Buenos Aires,San Juan,134,520,7269
