Año;Día;Mes;Localidad origen;Provincia origen;Localidad destino;Provincia destino;Servicios;Pasajeros;Asientos;Tipo
2023;2;1;Catriel;Río Negro;Malargüe;Mendoza;1;11;19;SERVICIOS DE TURISMO
2023;2;1;Florencio Varela;Buenos Aires;Mendoza;Mendoza;1;56;60;SERVICIOS DE TURISMO
2023;2;1;Florencio Varela;Buenos Aires;San Rafael;Mendoza;2;109;116;SERVICIOS DE TURISMO
2023;2;1;La Quiaca;Jujuy;Nueva Ciudad;Mendoza;1;56;56;SERVICIOS DE TURISMO
2023;2;1;Lomas de Zamora;Buenos Aires;Mendoza;Mendoza;1;32;60;SERVICIOS DE TURISMO
2023;3;1;25 de Mayo;La Pampa;Maipú;Mendoza;1;5;19;SERVICIOS DE TURISMO
2023;3;1;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;57;62;SERVICIOS DE TURISMO
2023;3;1;Concepción;Tucumán;Tunuyán;Mendoza;2;100;116;SERVICIOS DE TURISMO
2023;3;1;El Palomar;Buenos Aires;Uspallata;Mendoza;2;97;120;SERVICIOS DE TURISMO
2023;3;1;Florencio Varela;Buenos Aires;Mendoza;Mendoza;1;39;51;SERVICIOS DE TURISMO
2023;3;1;Mar del Plata;Buenos Aires;Guaymallén;Mendoza;2;96;120;SERVICIOS DE TURISMO
2023;3;1;Mar del Plata;Buenos Aires;Mendoza;Mendoza;12;569;712;SERVICIOS DE TURISMO
2023;3;1;Mar del Plata;Buenos Aires;Otros destinos;Mendoza;1;54;60;SERVICIOS DE TURISMO
2023;3;1;Mar del Plata;Buenos Aires;San Rafael;Mendoza;1;21;23;SERVICIOS DE TURISMO
2023;3;1;Monteros;Tucumán;Mendoza;Mendoza;1;50;60;SERVICIOS DE TURISMO
2023;3;1;Monteros;Tucumán;Tunuyán;Mendoza;2;102;116;SERVICIOS DE TURISMO
2023;3;1;Otros destinos;Tucumán;Tunuyán;Mendoza;2;102;122;SERVICIOS DE TURISMO
2023;3;1;Paraná;Entre Ríos;Mendoza;Mendoza;1;32;60;SERVICIOS DE TURISMO
2023;3;1;San Juan;San Juan;Mendoza;Mendoza;1;15;23;SERVICIOS DE TURISMO
2023;3;1;San Miguel de Tucumán;Tucumán;Mendoza;Mendoza;3;138;180;SERVICIOS DE TURISMO
2023;3;1;San Miguel de Tucumán;Tucumán;Tunuyán;Mendoza;1;58;56;SERVICIOS DE TURISMO
2023;3;1;Santiago del Estero;Santiago del Estero;Mendoza;Mendoza;1;42;45;SERVICIOS DE TURISMO
2023;3;1;Villa Media Agua;San Juan;Rivadavia;Mendoza;1;19;19;SERVICIOS DE TURISMO
2023;3;1;Villa Nueva;Córdoba;Mendoza;Mendoza;1;16;19;SERVICIOS DE TURISMO
2023;3;1;Villa de María;Córdoba;Tunuyán;Mendoza;2;89;115;SERVICIOS DE TURISMO
2023;4;1;Aguas Blancas;Salta;Mendoza;Mendoza;1;63;62;SERVICIOS DE TURISMO
2023;4;1;Aguilares;Tucumán;Otros destinos;Mendoza;1;61;60;SERVICIOS DE TURISMO
2023;4;1;Aguilares;Tucumán;Tunuyán;Mendoza;1;58;60;SERVICIOS DE TURISMO
2023;4;1;Añelo;Neuquén;Mendoza;Mendoza;1;6;19;SERVICIOS DE TURISMO
2023;4;1;Buta Ranquil;Neuquén;Malargüe;Mendoza;1;12;19;SERVICIOS DE TURISMO
2023;4;1;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;40;64;SERVICIOS DE TURISMO
2023;4;1;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;47;64;SERVICIOS DE TURISMO
2023;4;1;Colonia El Simbolar;Santiago del Estero;Mendoza;Mendoza;1;57;60;SERVICIOS DE TURISMO
2023;4;1;Fernández;Santiago del Estero;Mendoza;Mendoza;1;51;62;SERVICIOS DE TURISMO
2023;4;1;Juan Bautista Alberdi;Tucumán;Tunuyán;Mendoza;1;52;56;SERVICIOS DE TURISMO
2023;4;1;La Quiaca;Jujuy;Guaymallén;Mendoza;1;57;60;SERVICIOS DE TURISMO
2023;4;1;La Quiaca;Jujuy;Mendoza;Mendoza;1;13;56;SERVICIOS DE TURISMO
2023;4;1;La Quiaca;Jujuy;San Carlos;Mendoza;2;105;120;SERVICIOS DE TURISMO
2023;4;1;Mar del Plata;Buenos Aires;Guaymallén;Mendoza;1;37;60;SERVICIOS DE TURISMO
2023;4;1;Mar del Plata;Buenos Aires;Mendoza;Mendoza;2;84;120;SERVICIOS DE TURISMO
2023;4;1;Mar del Plata;Buenos Aires;Nueva Ciudad;Mendoza;1;56;56;SERVICIOS DE TURISMO
2023;4;1;Mendoza;Mendoza;Otros destinos;Mendoza;1;4;58;SERVICIOS DE TURISMO
2023;4;1;Monteros;Tucumán;Tunuyán;Mendoza;1;51;51;SERVICIOS DE TURISMO
2023;4;1;Otros destinos;Tucumán;Tunuyán;Mendoza;1;48;51;SERVICIOS DE TURISMO
2023;4;1;San Rafael;Mendoza;Mendoza;Mendoza;1;6;15;SERVICIOS DE TURISMO
2023;4;1;San Ramón de la Nueva Orán;Salta;Guaymallén;Mendoza;1;68;58;SERVICIOS DE TURISMO
2023;4;1;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;3;183;174;SERVICIOS DE TURISMO
2023;4;1;San Ramón de la Nueva Orán;Salta;San Carlos;Mendoza;2;130;122;SERVICIOS DE TURISMO
2023;4;1;Santiago del Estero;Santiago del Estero;Mendoza;Mendoza;1;45;58;SERVICIOS DE TURISMO
2023;5;1;Catriel;Río Negro;Otros destinos;Mendoza;1;18;39;SERVICIOS DE TURISMO
2023;5;1;Florencio Varela;Buenos Aires;San Rafael;Mendoza;1;55;60;SERVICIOS DE TURISMO
2023;5;1;La Quiaca;Jujuy;Mendoza;Mendoza;1;42;55;SERVICIOS DE TURISMO
2023;5;1;Malargüe;Mendoza;Mendoza;Mendoza;1;22;37;SERVICIOS DE TURISMO
2023;5;1;Mendoza;Mendoza;Malargüe;Mendoza;1;26;37;SERVICIOS DE TURISMO
2023;5;1;Mendoza;Mendoza;Otros destinos;Mendoza;1;31;58;SERVICIOS DE TURISMO
2023;5;1;Monteros;Tucumán;25 de Mayo;Mendoza;1;49;56;SERVICIOS DE TURISMO
2023;5;1;Monteros;Tucumán;Tunuyán;Mendoza;4;201;232;SERVICIOS DE TURISMO
2023;5;1;Neuquén;Neuquén;Otros destinos;Mendoza;1;8;39;SERVICIOS DE TURISMO
2023;5;1;Otros destinos;Mendoza;Mendoza;Mendoza;2;29;116;SERVICIOS DE TURISMO
2023;5;1;San Carlos de Bariloche;Río Negro;Mendoza;Mendoza;2;121;120;SERVICIOS DE TURISMO
2023;5;1;San Juan;San Juan;Mendoza;Mendoza;1;8;23;SERVICIOS DE TURISMO
2023;5;1;San Miguel de Tucumán;Tucumán;Mendoza;Mendoza;2;97;110;SERVICIOS DE TURISMO
2023;5;1;San Miguel de Tucumán;Tucumán;Tunuyán;Mendoza;1;48;56;SERVICIOS DE TURISMO
2023;5;1;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;1;55;54;SERVICIOS DE TURISMO
2023;5;1;Santiago del Estero;Santiago del Estero;Otros destinos;Mendoza;1;14;19;SERVICIOS DE TURISMO
2023;5;1;Trenque Lauquen;Buenos Aires;San Rafael;Mendoza;1;51;60;SERVICIOS DE TURISMO
2023;6;1;25 de Mayo;La Pampa;Maipú;Mendoza;1;5;19;SERVICIOS DE TURISMO
2023;6;1;25 de Mayo;La Pampa;Malargüe;Mendoza;1;11;19;SERVICIOS DE TURISMO
2023;6;1;Aguas Blancas;Salta;Mendoza;Mendoza;1;34;43;SERVICIOS DE TURISMO
2023;6;1;Colonia El Simbolar;Santiago del Estero;Mendoza;Mendoza;1;43;60;SERVICIOS DE TURISMO
2023;6;1;Córdoba;Córdoba;Mendoza;Mendoza;1;30;58;SERVICIOS DE TURISMO
2023;6;1;Fernández;Santiago del Estero;Mendoza;Mendoza;1;60;62;SERVICIOS DE TURISMO
2023;6;1;Frías;Santiago del Estero;Mendoza;Mendoza;1;59;58;SERVICIOS DE TURISMO
2023;6;1;Juan Bautista Alberdi;Tucumán;Tunuyán;Mendoza;1;49;56;SERVICIOS DE TURISMO
2023;6;1;Mar del Plata;Buenos Aires;Mendoza;Mendoza;2;102;118;SERVICIOS DE TURISMO
2023;6;1;Medina;Tucumán;Costa de Araujo;Mendoza;1;49;58;SERVICIOS DE TURISMO
2023;6;1;Miramar;Buenos Aires;Mendoza;Mendoza;3;109;180;SERVICIOS DE TURISMO
2023;6;1;Monteros;Tucumán;Mendoza;Mendoza;1;63;60;SERVICIOS DE TURISMO
2023;6;1;Monteros;Tucumán;San Martín;Mendoza;1;54;60;SERVICIOS DE TURISMO
2023;6;1;Monteros;Tucumán;Tunuyán;Mendoza;4;214;240;SERVICIOS DE TURISMO
2023;6;1;Puelén;La Pampa;Mendoza;Mendoza;1;16;19;SERVICIOS DE TURISMO
2023;6;1;Rincón de los Sauces;Neuquén;Luján de Cuyo;Mendoza;1;4;19;SERVICIOS DE TURISMO
2023;6;1;San Bernardo;Buenos Aires;Guaymallén;Mendoza;1;15;60;SERVICIOS DE TURISMO
2023;6;1;San Juan;San Juan;Otros destinos;Mendoza;1;6;19;SERVICIOS DE TURISMO
2023;6;1;San Miguel de Tucumán;Tucumán;Mendoza;Mendoza;1;46;53;SERVICIOS DE TURISMO
2023;6;1;San Ramón de la Nueva Orán;Salta;Nueva Ciudad;Mendoza;1;61;56;SERVICIOS DE TURISMO
2023;6;1;San Ramón de la Nueva Orán;Salta;San Carlos;Mendoza;1;47;58;SERVICIOS DE TURISMO
2023;6;1;Simoca;Tucumán;Tunuyán;Mendoza;1;53;60;SERVICIOS DE TURISMO
2023;6;1;Villa Gesell;Buenos Aires;Guaymallén;Mendoza;1;55;60;SERVICIOS DE TURISMO
2023;7;1;Acheral;Tucumán;Tunuyán;Mendoza;3;162;180;SERVICIOS DE TURISMO
2023;7;1;Aguilares;Tucumán;Tunuyán;Mendoza;1;48;62;SERVICIOS DE TURISMO
2023;7;1;Arcadia;Tucumán;Tunuyán;Mendoza;1;50;49;SERVICIOS DE TURISMO
2023;7;1;Chivilcoy;Buenos Aires;San Rafael;Mendoza;1;56;60;SERVICIOS DE TURISMO
2023;7;1;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;51;62;SERVICIOS DE TURISMO
2023;7;1;Famaillá;Tucumán;Tunuyán;Mendoza;4;202;240;SERVICIOS DE TURISMO
2023;7;1;Florencio Varela;Buenos Aires;Mendoza;Mendoza;1;57;60;SERVICIOS DE TURISMO
2023;7;1;Florencio Varela;Buenos Aires;San Rafael;Mendoza;1;49;60;SERVICIOS DE TURISMO
2023;7;1;General Güemes;Salta;Mendoza;Mendoza;1;24;23;SERVICIOS DE TURISMO
2023;7;1;La Plata;Buenos Aires;Mendoza;Mendoza;2;120;118;SERVICIOS DE TURISMO
2023;7;1;La Plata;Buenos Aires;San Rafael;Mendoza;5;287;302;SERVICIOS DE TURISMO
2023;7;1;La Quiaca;Jujuy;Guaymallén;Mendoza;2;129;118;SERVICIOS DE TURISMO
2023;7;1;La Quiaca;Jujuy;San Carlos;Mendoza;2;115;120;SERVICIOS DE TURISMO
2023;7;1;Monteros;Tucumán;Tunuyán;Mendoza;4;223;236;SERVICIOS DE TURISMO
2023;7;1;Monteros;Tucumán;Tupungato;Mendoza;1;64;60;SERVICIOS DE TURISMO
2023;7;1;Paraná;Entre Ríos;San Rafael;Mendoza;1;56;58;SERVICIOS DE TURISMO
2023;7;1;Rincón de los Sauces;Neuquén;Malargüe;Mendoza;1;12;9;SERVICIOS DE TURISMO
2023;7;1;Rosario;Santa Fe;Mendoza;Mendoza;1;6;13;SERVICIOS DE TURISMO
2023;7;1;San Juan;San Juan;Mendoza;Mendoza;1;52;60;SERVICIOS DE TURISMO
2023;7;1;San Juan;San Juan;Otros destinos;Mendoza;1;45;45;SERVICIOS DE TURISMO
2023;7;1;San Luis;San Luis;La Dormida;Mendoza;1;15;45;SERVICIOS DE TURISMO
2023;7;1;San Luis;San Luis;Otros destinos;Mendoza;1;59;58;SERVICIOS DE TURISMO
2023;7;1;San Miguel de Tucumán;Tucumán;Mendoza;Mendoza;1;56;60;SERVICIOS DE TURISMO
2023;7;1;San Miguel de Tucumán;Tucumán;Tunuyán;Mendoza;1;50;60;SERVICIOS DE TURISMO
2023;7;1;San Nicolás;Buenos Aires;San Rafael;Mendoza;1;47;60;SERVICIOS DE TURISMO
2023;7;1;San Ramón de la Nueva Orán;Salta;Guaymallén;Mendoza;1;67;60;SERVICIOS DE TURISMO
2023;7;1;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;4;246;234;SERVICIOS DE TURISMO
2023;7;1;San Ramón de la Nueva Orán;Salta;San Carlos;Mendoza;1;49;60;SERVICIOS DE TURISMO
2023;7;1;Santa Fe;Santa Fe;San Rafael;Mendoza;1;37;60;SERVICIOS DE TURISMO
2023;7;1;Villa Mercedes;San Luis;Mendoza;Mendoza;1;58;60;SERVICIOS DE TURISMO
2023;8;1;Añatuya;Santiago del Estero;Mendoza;Mendoza;1;54;60;SERVICIOS DE TURISMO
2023;8;1;Chivilcoy;Buenos Aires;San Rafael;Mendoza;1;29;60;SERVICIOS DE TURISMO
2023;8;1;Colonia El Simbolar;Santiago del Estero;Mendoza;Mendoza;1;48;60;SERVICIOS DE TURISMO
2023;8;1;Concordia;Entre Ríos;Godoy Cruz;Mendoza;1;17;19;SERVICIOS DE TURISMO
2023;8;1;Córdoba;Córdoba;Mendoza;Mendoza;1;19;19;SERVICIOS DE TURISMO
2023;8;1;Fernández;Santiago del Estero;Mendoza;Mendoza;2;83;83;SERVICIOS DE TURISMO
2023;8;1;Juan Bautista Alberdi;Tucumán;Tunuyán;Mendoza;1;52;51;SERVICIOS DE TURISMO
2023;8;1;La Quiaca;Jujuy;Mendoza;Mendoza;1;53;59;SERVICIOS DE TURISMO
2023;8;1;Llavallol;Buenos Aires;San Rafael;Mendoza;1;63;62;SERVICIOS DE TURISMO
2023;8;1;Mar del Plata;Buenos Aires;Mendoza;Mendoza;1;55;60;SERVICIOS DE TURISMO
2023;8;1;Monteros;Tucumán;Otros destinos;Mendoza;1;60;60;SERVICIOS DE TURISMO
2023;8;1;Monteros;Tucumán;Tunuyán;Mendoza;1;57;62;SERVICIOS DE TURISMO
2023;8;1;Otros destinos;Buenos Aires;San Rafael;Mendoza;1;60;60;SERVICIOS DE TURISMO
2023;8;1;San Carlos de Bariloche;Río Negro;Mendoza;Mendoza;3;156;180;SERVICIOS DE TURISMO
2023;8;1;San Juan;San Juan;Otros destinos;Mendoza;2;110;107;SERVICIOS DE TURISMO
2023;8;1;San Luis;San Luis;Otros destinos;Mendoza;1;32;60;SERVICIOS DE TURISMO
2023;8;1;San Miguel de Tucumán;Tucumán;Mendoza;Mendoza;1;61;60;SERVICIOS DE TURISMO
2023;8;1;San Ramón de la Nueva Orán;Salta;Eugenio Bustos;Mendoza;1;39;42;SERVICIOS DE TURISMO
2023;8;1;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;1;59;54;SERVICIOS DE TURISMO
2023;8;1;Villa Carlos Paz;Córdoba;Mendoza;Mendoza;1;27;60;SERVICIOS DE TURISMO
2023;8;1;Villa Gesell;Buenos Aires;Mendoza;Mendoza;3;161;180;SERVICIOS DE TURISMO
2023;8;1;Villa Mercedes;San Luis;Otros destinos;Mendoza;1;60;58;SERVICIOS DE TURISMO
2023;9;1;Ceres;Santa Fe;San Rafael;Mendoza;1;41;43;SERVICIOS DE TURISMO
2023;9;1;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;19;19;SERVICIOS DE TURISMO
2023;9;1;Estancia Grande;San Luis;Maipú;Mendoza;1;19;23;SERVICIOS DE TURISMO
2023;9;1;Firmat;Santa Fe;San Rafael;Mendoza;1;34;62;SERVICIOS DE TURISMO
2023;9;1;Florencio Varela;Buenos Aires;Mendoza;Mendoza;2;106;109;SERVICIOS DE TURISMO
2023;9;1;José C. Paz;Buenos Aires;San Rafael;Mendoza;1;53;58;SERVICIOS DE TURISMO
2023;9;1;La Quiaca;Jujuy;Nueva Ciudad;Mendoza;1;65;56;SERVICIOS DE TURISMO
2023;9;1;Lanús;Buenos Aires;San Rafael;Mendoza;1;56;60;SERVICIOS DE TURISMO
2023;9;1;Merlo;San Luis;Mendoza;Mendoza;1;10;62;SERVICIOS DE TURISMO
2023;9;1;Rafaela;Santa Fe;San Rafael;Mendoza;1;33;60;SERVICIOS DE TURISMO
2023;9;1;San Juan;San Juan;Mendoza;Mendoza;1;42;57;SERVICIOS DE TURISMO
2023;9;1;San Luis;San Luis;Las Vegas;Mendoza;1;43;45;SERVICIOS DE TURISMO
2023;9;1;San Ramón de la Nueva Orán;Salta;Guaymallén;Mendoza;1;66;62;SERVICIOS DE TURISMO
2023;9;1;San Ramón de la Nueva Orán;Salta;Nueva Ciudad;Mendoza;1;60;56;SERVICIOS DE TURISMO
2023;9;1;Villa Carlos Paz;Córdoba;Mendoza;Mendoza;1;58;60;SERVICIOS DE TURISMO
2023;9;1;Villa Gesell;Buenos Aires;Mendoza;Mendoza;1;55;60;SERVICIOS DE TURISMO
2023;10;1;25 de Mayo;La Pampa;Maipú;Mendoza;1;8;19;SERVICIOS DE TURISMO
2023;10;1;Aguilares;Tucumán;Tunuyán;Mendoza;1;48;58;SERVICIOS DE TURISMO
2023;10;1;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;35;39;SERVICIOS DE TURISMO
2023;10;1;Florencio Varela;Buenos Aires;San Rafael;Mendoza;3;166;182;SERVICIOS DE TURISMO
2023;10;1;José C. Paz;Buenos Aires;San Rafael;Mendoza;1;57;62;SERVICIOS DE TURISMO
2023;10;1;La Cocha;Tucumán;Tunuyán;Mendoza;1;49;60;SERVICIOS DE TURISMO
2023;10;1;La Plata;Buenos Aires;Mendoza;Mendoza;2;117;118;SERVICIOS DE TURISMO
2023;10;1;La Plata;Buenos Aires;San Rafael;Mendoza;1;60;62;SERVICIOS DE TURISMO
2023;10;1;La Quiaca;Jujuy;Mendoza;Mendoza;1;58;55;SERVICIOS DE TURISMO
2023;10;1;Mar del Plata;Buenos Aires;Guaymallén;Mendoza;1;60;60;SERVICIOS DE TURISMO
2023;10;1;Mar del Plata;Buenos Aires;Mendoza;Mendoza;7;304;420;SERVICIOS DE TURISMO
2023;10;1;Monteros;Tucumán;Mendoza;Mendoza;1;58;60;SERVICIOS DE TURISMO
2023;10;1;Monteros;Tucumán;Tunuyán;Mendoza;2;124;120;SERVICIOS DE TURISMO
2023;10;1;Olavarría;Buenos Aires;Mendoza;Mendoza;1;30;60;SERVICIOS DE TURISMO
2023;10;1;Olavarría;Buenos Aires;San Rafael;Mendoza;1;33;60;SERVICIOS DE TURISMO
2023;10;1;Perico;Jujuy;Mendoza;Mendoza;2;130;120;SERVICIOS DE TURISMO
2023;10;1;Rosario;Santa Fe;Mendoza;Mendoza;1;51;60;SERVICIOS DE TURISMO
2023;10;1;San Juan;San Juan;Mendoza;Mendoza;1;5;17;SERVICIOS DE TURISMO
2023;10;1;San Miguel de Tucumán;Tucumán;Mendoza;Mendoza;1;50;50;SERVICIOS DE TURISMO
2023;10;1;San Miguel de Tucumán;Tucumán;Tunuyán;Mendoza;1;56;56;SERVICIOS DE TURISMO
2023;10;1;San Salvador;Entre Ríos;San Rafael;Mendoza;1;13;19;SERVICIOS DE TURISMO
2023;10;1;Santiago del Estero;Santiago del Estero;Mendoza;Mendoza;2;85;122;SERVICIOS DE TURISMO
2023;10;1;Villa Carlos Paz;Córdoba;Mendoza;Mendoza;1;47;58;SERVICIOS DE TURISMO
2023;10;1;Villaguay;Entre Ríos;San Rafael;Mendoza;1;26;60;SERVICIOS DE TURISMO
2023;11;1;Añelo;Neuquén;Mendoza;Mendoza;1;4;19;SERVICIOS DE TURISMO
2023;11;1;Buta Ranquil;Neuquén;Malargüe;Mendoza;1;7;19;SERVICIOS DE TURISMO
2023;11;1;Chamical;La Rioja;Mendoza;Mendoza;1;59;62;SERVICIOS DE TURISMO
2023;11;1;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;2;120;120;SERVICIOS DE TURISMO
2023;11;1;Clorinda;Formosa;Mendoza;Mendoza;1;31;43;SERVICIOS DE TURISMO
2023;11;1;Colonia El Simbolar;Santiago del Estero;Mendoza;Mendoza;1;59;60;SERVICIOS DE TURISMO
2023;11;1;La Plata;Buenos Aires;Mendoza;Mendoza;1;56;62;SERVICIOS DE TURISMO
2023;11;1;La Plata;Buenos Aires;San Rafael;Mendoza;1;43;58;SERVICIOS DE TURISMO
2023;11;1;La Quiaca;Jujuy;Guaymallén;Mendoza;1;57;58;SERVICIOS DE TURISMO
2023;11;1;La Quiaca;Jujuy;Mendoza;Mendoza;1;59;56;SERVICIOS DE TURISMO
2023;11;1;La Quiaca;Jujuy;San Carlos;Mendoza;1;60;56;SERVICIOS DE TURISMO
2023;11;1;Mendoza;Mendoza;Otros destinos;Mendoza;1;3;58;SERVICIOS DE TURISMO
2023;11;1;Monteros;Tucumán;Tunuyán;Mendoza;1;59;58;SERVICIOS DE TURISMO
2023;11;1;Otros destinos;Buenos Aires;San Rafael;Mendoza;1;59;60;SERVICIOS DE TURISMO
2023;11;1;Paraná;Entre Ríos;San Rafael;Mendoza;1;60;60;SERVICIOS DE TURISMO
2023;11;1;Perico;Jujuy;Mendoza;Mendoza;1;24;23;SERVICIOS DE TURISMO
2023;11;1;Resistencia;Chaco;Mendoza;Mendoza;1;43;60;SERVICIOS DE TURISMO
2023;11;1;San Ramón de la Nueva Orán;Salta;Guaymallén;Mendoza;3;199;180;SERVICIOS DE TURISMO
2023;11;1;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;6;375;354;SERVICIOS DE TURISMO
2023;11;1;San Ramón de la Nueva Orán;Salta;San Carlos;Mendoza;1;65;62;SERVICIOS DE TURISMO
2023;11;1;Sarmiento;Chubut;Tupungato;Mendoza;5;264;306;SERVICIOS DE TURISMO
2023;11;1;Villa Gesell;Buenos Aires;Mendoza;Mendoza;1;53;60;SERVICIOS DE TURISMO
2023;12;1;Añelo;Neuquén;Mendoza;Mendoza;1;6;19;SERVICIOS DE TURISMO
2023;12;1;Burzaco;Buenos Aires;San Rafael;Mendoza;1;40;40;SERVICIOS DE TURISMO
2023;12;1;Catriel;Río Negro;Otros destinos;Mendoza;1;28;39;SERVICIOS DE TURISMO
2023;12;1;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;30;39;SERVICIOS DE TURISMO
2023;12;1;Florencio Varela;Buenos Aires;San Rafael;Mendoza;1;52;60;SERVICIOS DE TURISMO
2023;12;1;Jesús María;Córdoba;Uspallata;Mendoza;1;50;55;SERVICIOS DE TURISMO
2023;12;1;Lanús;Buenos Aires;San Rafael;Mendoza;1;40;39;SERVICIOS DE TURISMO
2023;12;1;Malargüe;Mendoza;Mendoza;Mendoza;1;23;37;SERVICIOS DE TURISMO
2023;12;1;Mendoza;Mendoza;Malargüe;Mendoza;1;20;37;SERVICIOS DE TURISMO
2023;12;1;Mendoza;Mendoza;Otros destinos;Mendoza;1;33;58;SERVICIOS DE TURISMO
2023;12;1;Monteros;Tucumán;Mendoza;Mendoza;2;106;110;SERVICIOS DE TURISMO
2023;12;1;Monteros;Tucumán;Tunuyán;Mendoza;1;61;60;SERVICIOS DE TURISMO
2023;12;1;Neuquén;Neuquén;Otros destinos;Mendoza;1;10;39;SERVICIOS DE TURISMO
2023;12;1;Otros destinos;Mendoza;Mendoza;Mendoza;2;33;116;SERVICIOS DE TURISMO
2023;12;1;Pehuajó;Buenos Aires;San Rafael;Mendoza;1;23;23;SERVICIOS DE TURISMO
2023;12;1;Rincón de los Sauces;Neuquén;Luján de Cuyo;Mendoza;2;8;34;SERVICIOS DE TURISMO
2023;12;1;Salta;Salta;Rivadavia;Mendoza;1;19;43;SERVICIOS DE TURISMO
2023;12;1;San Miguel de Tucumán;Tucumán;Tunuyán;Mendoza;1;61;56;SERVICIOS DE TURISMO
2023;12;1;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;2;118;116;SERVICIOS DE TURISMO
2023;12;1;Santa Ana;Tucumán;Tunuyán;Mendoza;1;48;62;SERVICIOS DE TURISMO
2023;12;1;Santa Fe;Santa Fe;Mendoza;Mendoza;1;38;60;SERVICIOS DE TURISMO
2023;12;1;Santiago del Estero;Santiago del Estero;Mendoza;Mendoza;1;47;45;SERVICIOS DE TURISMO
2023;12;1;Villa Mercedes;San Luis;San Rafael;Mendoza;2;104;105;SERVICIOS DE TURISMO
2023;13;1;25 de Mayo;La Pampa;Maipú;Mendoza;1;7;19;SERVICIOS DE TURISMO
2023;13;1;Añelo;Neuquén;San Rafael;Mendoza;1;5;15;SERVICIOS DE TURISMO
2023;13;1;Bahía Blanca;Buenos Aires;San Rafael;Mendoza;1;53;60;SERVICIOS DE TURISMO
2023;13;1;Calingasta;San Juan;Mendoza;Mendoza;1;10;23;SERVICIOS DE TURISMO
2023;13;1;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;57;62;SERVICIOS DE TURISMO
2023;13;1;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;52;64;SERVICIOS DE TURISMO
2023;13;1;Florencio Varela;Buenos Aires;San Rafael;Mendoza;1;42;43;SERVICIOS DE TURISMO
2023;13;1;La Plata;Buenos Aires;Mendoza;Mendoza;2;116;118;SERVICIOS DE TURISMO
2023;13;1;La Plata;Buenos Aires;San Rafael;Mendoza;3;176;180;SERVICIOS DE TURISMO
2023;13;1;La Quiaca;Jujuy;Nueva Ciudad;Mendoza;1;70;62;SERVICIOS DE TURISMO
2023;13;1;Mar del Plata;Buenos Aires;Mendoza;Mendoza;3;156;180;SERVICIOS DE TURISMO
2023;13;1;Miramar;Buenos Aires;Mendoza;Mendoza;1;49;60;SERVICIOS DE TURISMO
2023;13;1;Necochea;Buenos Aires;Mendoza;Mendoza;2;75;120;SERVICIOS DE TURISMO
2023;13;1;Puelén;La Pampa;Mendoza;Mendoza;1;17;19;SERVICIOS DE TURISMO
2023;13;1;Rincón de los Sauces;Neuquén;Luján de Cuyo;Mendoza;1;3;19;SERVICIOS DE TURISMO
2023;13;1;San Bernardo;Buenos Aires;Guaymallén;Mendoza;1;24;60;SERVICIOS DE TURISMO
2023;13;1;San Bernardo;Buenos Aires;Mendoza;Mendoza;2;87;120;SERVICIOS DE TURISMO
2023;13;1;San Juan;San Juan;Otros destinos;Mendoza;1;21;60;SERVICIOS DE TURISMO
2023;13;1;San Luis;San Luis;San Rafael;Mendoza;1;24;62;SERVICIOS DE TURISMO
2023;13;1;San Miguel de Tucumán;Tucumán;Mendoza;Mendoza;1;58;60;SERVICIOS DE TURISMO
2023;13;1;San Ramón de la Nueva Orán;Salta;Nueva Ciudad;Mendoza;2;122;112;SERVICIOS DE TURISMO
2023;13;1;Villa Gesell;Buenos Aires;Mendoza;Mendoza;1;59;60;SERVICIOS DE TURISMO
2023;14;1;Avellaneda;Buenos Aires;San Rafael;Mendoza;1;61;62;SERVICIOS DE TURISMO
2023;14;1;Bahía Blanca;Buenos Aires;Mendoza;Mendoza;1;47;56;SERVICIOS DE TURISMO
2023;14;1;Calingasta;San Juan;Mendoza;Mendoza;1;30;32;SERVICIOS DE TURISMO
