Año,Mes,Empresa agrupada,Origen aeropuerto,Destino aeropuerto,Origen provincia,Vuelos,Pasajeros,Asientos
2025,Julio,JetSMART Airlines,Aeropuerto Int. Malvinas Argentinas,Aeroparque Jorge Newbery,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",14,2115,2604
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeropuerto Int. Tte. Luis Candelaria,Tucumán,2,317,378
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Vcom. Angel De La Paz Aragonés,Río Negro,3,555,567
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. de Rosario Islas Malvinas,Buenos Aires,7,353,708
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Domingo Faustino Sarmiento,Buenos Aires,6,444,576
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Comandante Espora,Buenos Aires,8,579,794
2025,Julio,Aerolíneas Argentinas,Vcom. Angel De La Paz Aragonés,Aeropuerto Int. Ministro Pistarini,Santiago del Estero,10,1087,1417
2025,Julio,Aerolíneas Argentinas,Aeropuerto Domingo Faustino Sarmiento,Aeropuerto Int. Ministro Pistarini,San Juan,9,568,933
2025,Julio,Aerolíneas Argentinas,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Piloto Civil Norberto Fernández,Santa Cruz,1,157,170
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Piloto Civil Norberto Fernández,Aeropuerto Comte. Armando Tola,Santa Cruz,2,220,255
2025,Julio,Aerolíneas Argentinas,Aviador C. Campos,Aeropuerto Int. Ingeniero Ambrosio Taravella,Neuquén,8,1009,1379
2025,Julio,JetSMART Airlines,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,2,302,372
2025,Julio,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Gdor. Ramon Trejo Noel,Buenos Aires,1,51,93
2025,Julio,JetSMART Airlines,Aviador C. Campos,Aeropuerto Int. Ministro Pistarini,Neuquén,5,535,837
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Tte. Luis Candelaria,Córdoba,3,544,567
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ingeniero Ambrosio Taravella,Río Negro,4,621,756
2025,Julio,Aerolíneas Argentinas,Aviador C. Campos,Aeropuerto Int. de Rosario Islas Malvinas,Neuquén,11,1341,1824
2025,Julio,LADE - Líneas Aéreas Del Estado,Comandante Espora,Aeropuerto Int. Astor Piazolla,Buenos Aires,6,153,630
2025,Julio,LADE - Líneas Aéreas Del Estado,Comandante Espora,Aeropuerto Int. Tte. Luis Candelaria,Buenos Aires,4,156,397
2025,Julio,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Astor Piazolla,Aeroparque Jorge Newbery,Buenos Aires,4,97,460
2025,Julio,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Tte. Luis Candelaria,Comandante Espora,Río Negro,4,148,397
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. de Resistencia/José de San Martín,Aeropuerto Int. Tte. Luis Candelaria,Chaco,4,716,756
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. de Resistencia/José de San Martín,Río Negro,4,710,756
2025,Julio,Iberia Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Buenos Aires,1,142,157
2025,Julio,Aerolíneas Argentinas,Brigadier General Antonio Parodi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Chubut,4,318,384
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Tte. Luis Candelaria,Neuquén,1,157,170
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. de Rosario Islas Malvinas,Río Negro,15,2061,2594
2025,Julio,Aerolíneas Argentinas,Aviador C. Campos,Aeropuerto Int. Ministro Pistarini,Neuquén,3,380,510
2025,Julio,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Presidente Perón,Buenos Aires,4,699,756
2025,Julio,Flybondi,Aeropuerto Comte. Armando Tola,Aeroparque Jorge Newbery,Santa Cruz,7,1066,1229
2025,Julio,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Comte. Armando Tola,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,27,107
2025,Julio,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Astor Piazolla,Comandante Espora,Buenos Aires,6,136,679
2025,Julio,Andes Líneas Aéreas,Aeropuerto de Sauce Viejo,Aeropuerto Int. Tte. Luis Candelaria,Santa Fe,7,1269,1323
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Gdor. Horacio Guzmán,Aeropuerto Int. Tte. Luis Candelaria,Jujuy,2,364,378
2025,Julio,American Airlines,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,1,117,117
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Tte. Luis Candelaria,Santa Fe,16,2821,2930
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Aeropuerto de Sauce Viejo,Buenos Aires,2,33,284
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Gdor. Horacio Guzmán,Río Negro,3,542,567
2025,Julio,Avianca,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeroparque Jorge Newbery,Córdoba,1,117,188
2025,Julio,Avianca,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,2,183,274
2025,Julio,Iberia Airlines,Aeropuerto Int. de Resistencia/José de San Martín,Aeropuerto Int. Ministro Pistarini,Chaco,1,146,157
2025,Julio,LATAM,Aeroparque Jorge Newbery,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Ciudad Autónoma de Buenos Aires,1,68,87
2025,Julio,LATAM,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeroparque Jorge Newbery,Mendoza,1,87,87
2025,Julio,United Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Ministro Pistarini,Mendoza,1,98,135
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. de Rosario Islas Malvinas,Córdoba,1,6,85
2025,Julio,Aerolíneas Argentinas,Almirante Zar,Gobernador Castello,Chubut,1,79,85
2025,Julio,Aerolíneas Argentinas,Aeropuerto Gdor. Ramon Trejo Noel,Comandante Espora,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,77,85
2025,Julio,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Buenos Aires,2,206,284
2025,Julio,Flybondi,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Ministro Pistarini,Neuquén,3,343,473
2025,Julio,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Gral. Enrique Mosconi,Comandante Espora,Chubut,3,32,278
2025,Julio,Boliviana de Aviación,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Ministro Pistarini,Santa Fe,1,49,95
2025,Julio,Flybondi,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Ingeniero Ambrosio Taravella,Misiones,1,78,95
2025,Julio,JetSMART Airlines,Aeroparque Jorge Newbery,Libertador Gral. D. José De San Martín,Ciudad Autónoma de Buenos Aires,1,42,120
2025,Julio,JetSMART Airlines,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Tte. Luis Candelaria,Neuquén,1,120,120
2025,Julio,Copa Airlines,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Ministro Pistarini,Santa Fe,1,8,77
2025,Julio,JetSMART Airlines,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Tte. Luis Candelaria,Misiones,1,186,186
2025,Julio,Andes Líneas Aéreas,Aeropuerto Cap. Vicente Almandos Amonacid,Aeropuerto Int. Ingeniero Ambrosio Taravella,La Rioja,1,55,95
2025,Julio,Aerolíneas Argentinas,Aeropuerto El Palomar,Aeropuerto Int. Ingeniero Ambrosio Taravella,Buenos Aires,1,40,48
2025,Julio,Aerolíneas Argentinas,El Tehuelche,Aeropuerto Int. Ministro Pistarini,Chubut,1,108,128
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aviador C. Campos,Neuquén,1,85,85
2025,Julio,JetSMART Airlines,Aeroparque Jorge Newbery,Vcom. Angel De La Paz Aragonés,Ciudad Autónoma de Buenos Aires,2,278,306
2025,Julio,JetSMART Airlines,Aeropuerto Int. Astor Piazolla,Aeroparque Jorge Newbery,Buenos Aires,1,120,120
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Libertador Gral. D. José De San Martín,Buenos Aires,5,435,506
2025,Julio,Aerolíneas Argentinas,Brigadier General Antonio Parodi,Aeropuerto Int. Ministro Pistarini,Chubut,2,184,350
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Astor Piazolla,Vcom. Angel De La Paz Aragonés,Buenos Aires,1,40,96
2025,Julio,Flybondi,El Tehuelche,Aeropuerto Int. Ministro Pistarini,Chubut,5,711,945
2025,Julio,Andes Líneas Aéreas,Aviador C. Campos,Aeropuerto Int. Ministro Pistarini,Neuquén,1,39,95
2025,Julio,Aerolíneas Argentinas,Almirante Zar,Aeropuerto Int. Gral. Enrique Mosconi,Chubut,1,38,48
2025,Julio,Aerolíneas Argentinas,Almirante Zar,Comandante Espora,Chubut,1,38,48
2025,Julio,Andes Líneas Aéreas,Vcom. Angel De La Paz Aragonés,Aeropuerto Int. Tte. Luis Candelaria,Santiago del Estero,2,368,378
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Vcom. Angel De La Paz Aragonés,Tucumán,1,68,95
2025,Julio,LATAM,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Córdoba,1,78,84
2025,Julio,Flybondi,Aeropuerto Int. Ministro Pistarini,Vcom. Angel De La Paz Aragonés,Buenos Aires,1,154,189
2025,Julio,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aviador C. Campos,Buenos Aires,3,349,465
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Coronel Felipe Varela,Buenos Aires,1,71,96
2025,Julio,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Buenos Aires,2,334,378
2025,Julio,Flybondi,Aeropuerto Domingo Faustino Sarmiento,Aeropuerto Int. Ministro Pistarini,San Juan,1,134,189
2025,Julio,Sky Airline,Aeroparque Jorge Newbery,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Ciudad Autónoma de Buenos Aires,1,88,93
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto de Sauce Viejo,Río Negro,6,916,1040
2025,Julio,Andes Líneas Aéreas,Aeropuerto de Sauce Viejo,Aeropuerto Int. Ministro Pistarini,Santa Fe,1,6,166
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. de Rosario Islas Malvinas,Río Negro,11,2005,2079
2025,Julio,JetSMART Airlines,Aeropuerto Coronel Felipe Varela,Aeroparque Jorge Newbery,Catamarca,1,51,93
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Ministro Pistarini,Santa Fe,3,4,473
2025,Julio,Aerolíneas Argentinas,Almirante Zar,El Tehuelche,Chubut,1,39,96
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Int. Gral. Enrique Mosconi,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,75,85
2025,Julio,JetSMART Airlines,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Río Negro,1,186,186
2025,Julio,LADE - Líneas Aéreas Del Estado,Aeroparque Jorge Newbery,Aeropuerto Int. Astor Piazolla,Ciudad Autónoma de Buenos Aires,3,45,423
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,2,103,284
2025,Julio,Aerolíneas Argentinas,Almirante Zar,Aeropuerto Int. Ministro Pistarini,Chubut,1,44,85
2025,Julio,Copa Airlines,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. de Rosario Islas Malvinas,Córdoba,1,77,80
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Vcom. Angel De La Paz Aragonés,Buenos Aires,1,60,96
2025,Julio,Flybondi,Libertador Gral. D. José De San Martín,Aeropuerto Int. Ministro Pistarini,Misiones,2,228,284
2025,Julio,Flybondi,Aviador C. Campos,Aeroparque Jorge Newbery,Neuquén,1,50,95
2025,Julio,JetSMART Airlines,Aeropuerto Int. Gral. Enrique Mosconi,Aeropuerto Int. Ministro Pistarini,Chubut,1,51,93
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Tte. Luis Candelaria,Salta,1,177,189
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Piloto Civil Norberto Fernández,Aeropuerto Int. Malvinas Argentinas,Santa Cruz,1,84,85
2025,Julio,Copa Airlines,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Santa Fe,1,74,77
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Gdor. Horacio Guzmán,Aeropuerto Int. Martín Miguel de Güemes,Jujuy,1,94,170
2025,Julio,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Gdor. Horacio Guzmán,Ciudad Autónoma de Buenos Aires,1,28,93
2025,Julio,JetSMART Airlines,Aeropuerto Int. Gdor. Horacio Guzmán,Aeropuerto Int. Martín Miguel de Güemes,Jujuy,1,58,93
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeropuerto Coronel Felipe Varela,Tucumán,1,44,69
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Astor Piazolla,Aeropuerto Int. de Rosario Islas Malvinas,Buenos Aires,1,63,96
2025,Julio,Aerolíneas Argentinas,Comandante Espora,Aeropuerto Int. Presidente Perón,Buenos Aires,1,127,154
2025,Julio,Flybondi,Aeropuerto Int. Ministro Pistarini,El Tehuelche,Buenos Aires,1,139,189
2025,Julio,Andes Líneas Aéreas,Gral. Urquiza,Aeropuerto Int. Tte. Luis Candelaria,Entre Ríos,1,184,189
2025,Julio,Flybondi,Aeropuerto Int. Dr. Fernando Piragine Niveyro,Aeropuerto Int. Ministro Pistarini,Corrientes,1,74,95
2025,Julio,Andes Líneas Aéreas,Vcom. Angel De La Paz Aragonés,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Santiago del Estero,1,42,95
2025,Julio,Copa Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. de Rosario Islas Malvinas,Buenos Aires,1,52,87
2025,Julio,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Ingeniero Ambrosio Taravella,Buenos Aires,1,103,240
2025,Agosto,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Luis Candelaria,Buenos Aires,112,19238,20131
2025,Agosto,Andes Líneas Aéreas,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Tte. Luis Candelaria,Salta,4,723,756
2025,Agosto,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ministro Pistarini,Río Negro,101,17068,18075
2025,Agosto,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Gral. Enrique Mosconi,Aeropuerto Comte. Armando Tola,Chubut,3,35,93
2025,Agosto,LADE - Líneas Aéreas Del Estado,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Gral. Enrique Mosconi,Santa Cruz,5,57,185
2025,Agosto,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Piloto Civil Norberto Fernández,Aeropuerto Int. Malvinas Argentinas,Santa Cruz,10,108,305
2025,Agosto,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Int. Piloto Civil Norberto Fernández,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",12,111,292
2025,Agosto,Andes Líneas Aéreas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Ministro Pistarini,Santa Fe,3,45,520
2025,Agosto,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. de Rosario Islas Malvinas,Río Negro,6,1011,1040
2025,Agosto,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Martín Miguel de Güemes,Río Negro,4,728,756
2025,Agosto,Aerolíneas Argentinas,Gral. Urquiza,Aeroparque Jorge Newbery,Entre Ríos,18,1512,1728
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Aeroparque Jorge Newbery,Santa Fe,76,7767,10575
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Tte. Luis Candelaria,Santa Fe,16,2061,2605
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Aviador C. Campos,Santa Fe,10,1255,1719
2025,Agosto,Aerolíneas Argentinas,Aeropuerto de Sauce Viejo,Aeroparque Jorge Newbery,Santa Fe,39,3407,3821
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Gral. Urquiza,Ciudad Autónoma de Buenos Aires,19,1485,1824
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. de Rosario Islas Malvinas,Ciudad Autónoma de Buenos Aires,74,7011,9877
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto de Sauce Viejo,Ciudad Autónoma de Buenos Aires,37,3029,3677
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Ingeniero Ambrosio Taravella,Ciudad Autónoma de Buenos Aires,266,29928,34853
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Ciudad Autónoma de Buenos Aires,202,23163,29099
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,S.a. Santiago Germano,Ciudad Autónoma de Buenos Aires,29,2263,2784
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Coronel Felipe Varela,Ciudad Autónoma de Buenos Aires,42,2939,4130
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Vcom. Angel De La Paz Aragonés,Ciudad Autónoma de Buenos Aires,49,4951,5771
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Cap. Vicente Almandos Amonacid,Ciudad Autónoma de Buenos Aires,40,2719,3840
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Ciudad Autónoma de Buenos Aires,113,12122,14490
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Domingo Faustino Sarmiento,Ciudad Autónoma de Buenos Aires,62,5478,6161
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Brig. Mayor D. César Raul Ojeda,Ciudad Autónoma de Buenos Aires,31,2571,3111
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Dr. Fernando Piragine Niveyro,Ciudad Autónoma de Buenos Aires,43,4027,4889
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. de Resistencia/José de San Martín,Ciudad Autónoma de Buenos Aires,74,6719,7519
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. de Formosa/El Pucú,Ciudad Autónoma de Buenos Aires,52,4285,4992
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Ciudad Autónoma de Buenos Aires,146,19356,22188
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Libertador Gral. D. José De San Martín,Ciudad Autónoma de Buenos Aires,77,7371,8499
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Martín Miguel de Güemes,Ciudad Autónoma de Buenos Aires,109,12396,14407
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. de Resistencia/José de San Martín,Aeroparque Jorge Newbery,Chaco,81,6784,8045
2025,Julio,Aerolíneas Argentinas,Libertador Gral. D. José De San Martín,Aeroparque Jorge Newbery,Misiones,75,6583,7749
2025,Julio,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Martín Miguel de Güemes,Ciudad Autónoma de Buenos Aires,60,10455,11700
2025,Julio,JetSMART Airlines,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Int. Ministro Pistarini,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,406,558
2025,Julio,Copa Airlines,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,1,52,83
2025,Julio,JetSMART Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Ingeniero Ambrosio Taravella,Mendoza,1,114,120
2025,Julio,LADE - Líneas Aéreas Del Estado,Comandante Espora,Aeropuerto Int. Gral. Enrique Mosconi,Buenos Aires,3,55,326
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Río Negro,1,92,95
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Astor Piazolla,Santa Fe,1,65,96
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Gdor. Horacio Guzmán,Ciudad Autónoma de Buenos Aires,75,8130,9426
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Brigadier General Antonio Parodi,Ciudad Autónoma de Buenos Aires,31,3505,5225
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Almirante Zar,Ciudad Autónoma de Buenos Aires,64,6994,8343
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Gobernador Castello,Ciudad Autónoma de Buenos Aires,17,1300,1584
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,El Tehuelche,Ciudad Autónoma de Buenos Aires,26,3436,3940
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Comte. Armando Tola,Ciudad Autónoma de Buenos Aires,57,8396,9591
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Gdor. Ramon Trejo Noel,Ciudad Autónoma de Buenos Aires,36,5357,6260
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Piloto Civil Norberto Fernández,Ciudad Autónoma de Buenos Aires,36,5318,5986
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Malvinas Argentinas,Ciudad Autónoma de Buenos Aires,131,20964,22496
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Comandante Espora,Ciudad Autónoma de Buenos Aires,82,8198,9428
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Astor Piazolla,Ciudad Autónoma de Buenos Aires,80,7776,9214
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Presidente Perón,Ciudad Autónoma de Buenos Aires,141,16668,20243
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Santa Rosa,Ciudad Autónoma de Buenos Aires,21,1653,2016
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Luis Candelaria,Ciudad Autónoma de Buenos Aires,284,39532,48476
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aviador C. Campos,Ciudad Autónoma de Buenos Aires,67,8576,11334
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeroparque Jorge Newbery,Córdoba,256,30469,33855
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,56,5593,6605
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Córdoba,36,3432,4407
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Martín Miguel de Güemes,Córdoba,24,2732,3343
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Gdor. Horacio Guzmán,Córdoba,17,1387,1632
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Gral. Enrique Mosconi,Córdoba,17,1315,1657
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Malvinas Argentinas,Córdoba,6,852,945
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Presidente Perón,Córdoba,27,3262,4277
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Tte. Luis Candelaria,Córdoba,27,3545,4501
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto de Sauce Viejo,Buenos Aires,2,120,192
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Buenos Aires,60,5631,7907
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Buenos Aires,53,5117,6464
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Dr. Fernando Piragine Niveyro,Buenos Aires,1,81,117
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Buenos Aires,51,6569,8028
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Martín Miguel de Güemes,Buenos Aires,63,7601,9476
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Gdor. Horacio Guzmán,Buenos Aires,15,1315,1607
