Año,Mes,tipo_visitante,Paso,País de residencia (agrup.),Viajes de turistas
2018,Abril,Turistas,Paso Cristo Redentor,Resto de América,1847.74568693
2018,Abril,Turistas,Paso Cristo Redentor,Resto del mundo,215.168551935
2018,Abril,Turistas,Paso Cristo Redentor,Uruguay,177.65073514
2018,Abril,Turistas,Paso Pehuenche,Bolivia,2.924703
2018,Abril,Turistas,Paso Pehuenche,Brasil,26.322327
2018,Abril,Turistas,Paso Pehuenche,Chile,1122.112776
2018,Abril,Turistas,Paso Pehuenche,EE.UU. y Canadá,4.874505
2018,Abril,Turistas,Paso Pehuenche,Europa,35.096436
2018,Abril,Turistas,Paso Pehuenche,Resto de América,10.723911000000001
2018,Abril,Turistas,Paso Pehuenche,Resto del mundo,1.949802
2018,Abril,Turistas,Paso Pehuenche,Uruguay,2.924703
2018,Abril,Turistas,Paso Portillo de Piuquenes,Europa,1.9411778757692308
2018,Abril,Turistas,Paso Vergara,Chile,43.3252799023193
2018,Abril,Turistas,Paso Vergara,Europa,1.9411778757692308
2018,Mayo,Turistas,Aeropuerto Mendoza,Bolivia,28
2018,Mayo,Turistas,Aeropuerto Mendoza,Brasil,3390
2018,Mayo,Turistas,Aeropuerto Mendoza,Chile,2698.000001096
2018,Mayo,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,862.00000011
2018,Mayo,Turistas,Aeropuerto Mendoza,Europa,885.00000028
2018,Mayo,Turistas,Aeropuerto Mendoza,Paraguay,51
2018,Mayo,Turistas,Aeropuerto Mendoza,Resto de América,1642.0000000320001
2018,Mayo,Turistas,Aeropuerto Mendoza,Resto del mundo,195.999999993
2018,Mayo,Turistas,Aeropuerto Mendoza,Uruguay,37
2018,Mayo,Turistas,Paso Cristo Redentor,Bolivia,626.805400734
2018,Mayo,Turistas,Paso Cristo Redentor,Brasil,892.410842856
2018,Mayo,Turistas,Paso Cristo Redentor,Chile,12284.687490445
2018,Mayo,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,215.998497882
2018,Mayo,Turistas,Paso Cristo Redentor,Europa,1072.899242943
2018,Mayo,Turistas,Paso Cristo Redentor,Paraguay,112.763561181
2018,Mayo,Turistas,Paso Cristo Redentor,Resto de América,1721.58032314
2018,Mayo,Turistas,Paso Cristo Redentor,Resto del mundo,199.951849437
2018,Mayo,Turistas,Paso Cristo Redentor,Uruguay,162.595579428
2018,Mayo,Turistas,Paso Pehuenche,Brasil,7.799208
2018,Mayo,Turistas,Paso Pehuenche,Chile,419.900512
2018,Mayo,Turistas,Paso Pehuenche,EE.UU. y Canadá,4.874505
2018,Mayo,Turistas,Paso Pehuenche,Europa,14.623515000000001
2018,Mayo,Turistas,Paso Pehuenche,Paraguay,0.974901
2018,Mayo,Turistas,Paso Pehuenche,Resto de América,10.723911000000001
2018,Mayo,Turistas,Paso Pehuenche,Uruguay,0.974901
2018,Junio,Turistas,Aeropuerto Mendoza,Bolivia,29
2018,Junio,Turistas,Aeropuerto Mendoza,Brasil,3382.99999905
2018,Junio,Turistas,Aeropuerto Mendoza,Chile,2611
2018,Junio,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,828.0000003600001
2018,Junio,Turistas,Aeropuerto Mendoza,Europa,703.000000296
2018,Junio,Turistas,Aeropuerto Mendoza,Paraguay,39
2018,Junio,Turistas,Aeropuerto Mendoza,Resto de América,1279.99999998
2018,Junio,Turistas,Aeropuerto Mendoza,Resto del mundo,165.000000048
2018,Junio,Turistas,Aeropuerto Mendoza,Uruguay,16
2018,Junio,Turistas,Paso Cristo Redentor,Bolivia,376.985882421
2018,Junio,Turistas,Paso Cristo Redentor,Brasil,567.41084316
2018,Junio,Turistas,Paso Cristo Redentor,Chile,4962.131386023
2018,Junio,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,114.660049626
2018,Junio,Turistas,Paso Cristo Redentor,Europa,338.889421515
2018,Junio,Turistas,Paso Cristo Redentor,Paraguay,75.94581054
2018,Junio,Turistas,Paso Cristo Redentor,Resto de América,1388.872308693
2018,Junio,Turistas,Paso Cristo Redentor,Resto del mundo,72.416873448
2018,Junio,Turistas,Paso Cristo Redentor,Uruguay,95.426485719
2018,Junio,Turistas,Paso Pehuenche,Brasil,2.924703
2018,Junio,Turistas,Paso Pehuenche,Chile,14.268464000000002
2018,Julio,Turistas,Aeropuerto Mendoza,Bolivia,26.0000001
2018,Julio,Turistas,Aeropuerto Mendoza,Brasil,3378.99999756
2018,Julio,Turistas,Aeropuerto Mendoza,Chile,3840.99998604
2018,Julio,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,844.00000216
2018,Julio,Turistas,Aeropuerto Mendoza,Europa,745.00000327
2018,Julio,Turistas,Aeropuerto Mendoza,Paraguay,40.00000001
2018,Julio,Turistas,Aeropuerto Mendoza,Resto de América,1235.99999382
2018,Julio,Turistas,Aeropuerto Mendoza,Resto del mundo,192.9999994
2018,Julio,Turistas,Aeropuerto Mendoza,Uruguay,30.000000099999998
2018,Julio,Turistas,Paso Cristo Redentor,Bolivia,276.23236547100004
2018,Julio,Turistas,Paso Cristo Redentor,Brasil,1597.746784369
2018,Julio,Turistas,Paso Cristo Redentor,Chile,7822.42942932
2018,Julio,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,99.398578441
2018,Julio,Turistas,Paso Cristo Redentor,Europa,354.29196276
2018,Julio,Turistas,Paso Cristo Redentor,Paraguay,150.64566041400002
2018,Julio,Turistas,Paso Cristo Redentor,Resto de América,1609.968749666
2018,Julio,Turistas,Paso Cristo Redentor,Resto del mundo,74.794969916
2018,Julio,Turistas,Paso Cristo Redentor,Uruguay,310.677417406
2018,Julio,Turistas,Paso Pehuenche,Brasil,3.840517564
2018,Julio,Turistas,Paso Pehuenche,Chile,52.212668352
2018,Julio,Turistas,Paso Pehuenche,Europa,6.720905737000001
2018,Agosto,Turistas,Aeropuerto Mendoza,Bolivia,19.999999992
2018,Agosto,Turistas,Aeropuerto Mendoza,Brasil,3078.0000006
2018,Agosto,Turistas,Aeropuerto Mendoza,Chile,3160.000001496
2018,Agosto,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,910.000000224
2018,Agosto,Turistas,Aeropuerto Mendoza,Europa,726
2018,Agosto,Turistas,Aeropuerto Mendoza,Paraguay,54.00000001
2018,Agosto,Turistas,Aeropuerto Mendoza,Resto de América,1561.000000053
2018,Agosto,Turistas,Aeropuerto Mendoza,Resto del mundo,194.000000072
2018,Agosto,Turistas,Aeropuerto Mendoza,Uruguay,50.000000007
2018,Agosto,Turistas,Paso Cristo Redentor,Bolivia,305.950038081
2018,Agosto,Turistas,Paso Cristo Redentor,Brasil,1114.523807944
2018,Agosto,Turistas,Paso Cristo Redentor,Chile,6181.335358767
2018,Agosto,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,115.22416107
2018,Agosto,Turistas,Paso Cristo Redentor,Europa,376.904151387
2018,Agosto,Turistas,Paso Cristo Redentor,Paraguay,92.2287865
2018,Agosto,Turistas,Paso Cristo Redentor,Resto de América,1455.537808321
2018,Agosto,Turistas,Paso Cristo Redentor,Resto del mundo,80.85906039999999
2018,Agosto,Turistas,Paso Cristo Redentor,Uruguay,101.780910571
2018,Agosto,Turistas,Paso Pehuenche,Brasil,3.840517564
2018,Agosto,Turistas,Paso Pehuenche,Chile,121.494862896
2018,Agosto,Turistas,Paso Pehuenche,EE.UU. y Canadá,5.760776346
2018,Agosto,Turistas,Paso Pehuenche,Europa,7.681035128
2018,Agosto,Turistas,Paso Pehuenche,Resto de América,1.920258782
2018,Agosto,Turistas,Paso Pehuenche,Resto del mundo,0.960129391
2018,Septiembre,Turistas,Aeropuerto Mendoza,Bolivia,28
2018,Septiembre,Turistas,Aeropuerto Mendoza,Brasil,3555.999999071
2018,Septiembre,Turistas,Aeropuerto Mendoza,Chile,3853.999999521
2018,Septiembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,835.99999967
2018,Septiembre,Turistas,Aeropuerto Mendoza,Europa,543.99999981
2018,Septiembre,Turistas,Aeropuerto Mendoza,Paraguay,49
2018,Septiembre,Turistas,Aeropuerto Mendoza,Resto de América,1823.99999958
2018,Septiembre,Turistas,Aeropuerto Mendoza,Resto del mundo,196.00000004
2018,Septiembre,Turistas,Aeropuerto Mendoza,Uruguay,37.999999986
2018,Septiembre,Turistas,Paso Cristo Redentor,Bolivia,210.20116936
2018,Septiembre,Turistas,Paso Cristo Redentor,Brasil,1596.746783532
2018,Septiembre,Turistas,Paso Cristo Redentor,Chile,16473.372177094
2018,Septiembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,179.271129791
2018,Septiembre,Turistas,Paso Cristo Redentor,Europa,619.6307263900001
2018,Septiembre,Turistas,Paso Cristo Redentor,Paraguay,128.520981121
2018,Septiembre,Turistas,Paso Cristo Redentor,Resto de América,1940.180082958
2018,Septiembre,Turistas,Paso Cristo Redentor,Resto del mundo,147.10657533
2018,Septiembre,Turistas,Paso Cristo Redentor,Uruguay,557.976194529
2018,Septiembre,Turistas,Paso Pehuenche,Brasil,5.760776346
2018,Septiembre,Turistas,Paso Pehuenche,Chile,160.65436416
2018,Septiembre,Turistas,Paso Pehuenche,EE.UU. y Canadá,10.561423301000001
2018,Septiembre,Turistas,Paso Pehuenche,Europa,19.20258782
2018,Septiembre,Turistas,Paso Pehuenche,Resto de América,2.880388173
2018,Septiembre,Turistas,Paso Pehuenche,Resto del mundo,0.960129391
2018,Septiembre,Turistas,Paso Pehuenche,Uruguay,0.960129391
2018,Octubre,Turistas,Aeropuerto Mendoza,Bolivia,38
2018,Octubre,Turistas,Aeropuerto Mendoza,Brasil,3436.000000635
2018,Octubre,Turistas,Aeropuerto Mendoza,Chile,5083.99999917
2018,Octubre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1115.999999695
2018,Octubre,Turistas,Aeropuerto Mendoza,Europa,955.00000005
2018,Octubre,Turistas,Aeropuerto Mendoza,Paraguay,46
2018,Octubre,Turistas,Aeropuerto Mendoza,Resto de América,1847.000000295
2018,Octubre,Turistas,Aeropuerto Mendoza,Resto del mundo,275.000000077
2018,Octubre,Turistas,Aeropuerto Mendoza,Uruguay,66
2018,Octubre,Turistas,Paso Cristo Redentor,Bolivia,260.13082963799997
2018,Octubre,Turistas,Paso Cristo Redentor,Brasil,1172.056308258
2018,Octubre,Turistas,Paso Cristo Redentor,Chile,16268.716593245
2018,Octubre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,247.537931147
2018,Octubre,Turistas,Paso Cristo Redentor,Europa,948.680414654
2018,Octubre,Turistas,Paso Cristo Redentor,Paraguay,114.753453699
2018,Octubre,Turistas,Paso Cristo Redentor,Resto de América,2147.742278797
2018,Octubre,Turistas,Paso Cristo Redentor,Resto del mundo,178.503448357
2018,Octubre,Turistas,Paso Cristo Redentor,Uruguay,237.422760877
2018,Octubre,Turistas,Paso Pehuenche,Chile,30.252915960000003
2018,Octubre,Turistas,Paso Pehuenche,Europa,1.921793534
2018,Noviembre,Turistas,Aeropuerto Mendoza,Bolivia,42
2018,Noviembre,Turistas,Aeropuerto Mendoza,Brasil,3782.999998161
2018,Noviembre,Turistas,Aeropuerto Mendoza,Chile,3932.000001356
2018,Noviembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1479.999999891
2018,Noviembre,Turistas,Aeropuerto Mendoza,Europa,1218.000000028
2018,Noviembre,Turistas,Aeropuerto Mendoza,Paraguay,53
2018,Noviembre,Turistas,Aeropuerto Mendoza,Resto de América,1985.0000004400001
2018,Noviembre,Turistas,Aeropuerto Mendoza,Resto del mundo,306.99999996
2018,Noviembre,Turistas,Aeropuerto Mendoza,Uruguay,47
2018,Noviembre,Turistas,Paso Cristo Redentor,Bolivia,380.700019329
2018,Noviembre,Turistas,Paso Cristo Redentor,Brasil,1171.809689186
2018,Noviembre,Turistas,Paso Cristo Redentor,Chile,21837.598561168
2018,Noviembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,423.266973474
2018,Noviembre,Turistas,Paso Cristo Redentor,Europa,1633.134134181
2018,Noviembre,Turistas,Paso Cristo Redentor,Paraguay,110.771911355
2018,Noviembre,Turistas,Paso Cristo Redentor,Resto de América,2933.09453011
2018,Noviembre,Turistas,Paso Cristo Redentor,Resto del mundo,289.42869837
2018,Noviembre,Turistas,Paso Cristo Redentor,Uruguay,208.609468908
2018,Noviembre,Turistas,Paso Pehuenche,Bolivia,1.921793534
2018,Noviembre,Turistas,Paso Pehuenche,Brasil,12.491657971
2018,Noviembre,Turistas,Paso Pehuenche,Chile,1285.7489283
2018,Noviembre,Turistas,Paso Pehuenche,EE.UU. y Canadá,15.374348272
2018,Noviembre,Turistas,Paso Pehuenche,Europa,53.810218952
2018,Noviembre,Turistas,Paso Pehuenche,Paraguay,0.960896767
2018,Noviembre,Turistas,Paso Pehuenche,Resto de América,11.530761204000001
2018,Noviembre,Turistas,Paso Pehuenche,Resto del mundo,6.726277369
2018,Noviembre,Turistas,Paso Pehuenche,Uruguay,3.843587068
2018,Noviembre,Turistas,Paso Portillo de Piuquenes,Europa,1.921793534
2018,Diciembre,Turistas,Aeropuerto Mendoza,Bolivia,31
2018,Diciembre,Turistas,Aeropuerto Mendoza,Brasil,2499.999999314
2018,Diciembre,Turistas,Aeropuerto Mendoza,Chile,3687.00000048
2018,Diciembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1673.99999948
2018,Diciembre,Turistas,Aeropuerto Mendoza,Europa,1310.00000054
2018,Diciembre,Turistas,Aeropuerto Mendoza,Paraguay,18
2018,Diciembre,Turistas,Aeropuerto Mendoza,Resto de América,2641.000000155
2018,Diciembre,Turistas,Aeropuerto Mendoza,Resto del mundo,340.999999932
2018,Diciembre,Turistas,Aeropuerto Mendoza,Uruguay,25
2018,Diciembre,Turistas,Paso Cristo Redentor,Bolivia,420.772985653
2018,Diciembre,Turistas,Paso Cristo Redentor,Brasil,1972.861314392
2018,Diciembre,Turistas,Paso Cristo Redentor,Chile,12969.68287558
2018,Diciembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,392.57728172
2018,Diciembre,Turistas,Paso Cristo Redentor,Europa,1449.057409488
2018,Diciembre,Turistas,Paso Cristo Redentor,Paraguay,180.761377408
2018,Diciembre,Turistas,Paso Cristo Redentor,Resto de América,1953.830206632
2018,Diciembre,Turistas,Paso Cristo Redentor,Resto del mundo,229.58316981599998
2018,Diciembre,Turistas,Paso Cristo Redentor,Uruguay,196.3899369
2018,Diciembre,Turistas,Paso Pehuenche,Bolivia,0.960896767
2018,Diciembre,Turistas,Paso Pehuenche,Brasil,17.296141806
2018,Diciembre,Turistas,Paso Pehuenche,Chile,850.106938476
2018,Diciembre,Turistas,Paso Pehuenche,EE.UU. y Canadá,7.687174136
2018,Diciembre,Turistas,Paso Pehuenche,Europa,75.91084459300001
2018,Diciembre,Turistas,Paso Pehuenche,Paraguay,5.7653806020000005
2018,Diciembre,Turistas,Paso Pehuenche,Resto de América,14.413451505000001
2018,Diciembre,Turistas,Paso Pehuenche,Resto del mundo,8.648070903
2018,Diciembre,Turistas,Paso Pehuenche,Uruguay,9.60896767
2018,Diciembre,Turistas,Paso Portillo de Piuquenes,Brasil,34.592283612
2018,Diciembre,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,4.804483835
2018,Diciembre,Turistas,Paso Portillo de Piuquenes,Europa,12.491657971
2018,Diciembre,Turistas,Paso Portillo de Piuquenes,Resto de América,1.921793534
2018,Diciembre,Turistas,Paso Portillo de Piuquenes,Uruguay,1.921793534
2018,Diciembre,Turistas,Paso Vergara,Chile,20.362165686614865
2019,Enero,Turistas,Aeropuerto Mendoza,Bolivia,31
2019,Enero,Turistas,Aeropuerto Mendoza,Brasil,3021.999999084
2019,Enero,Turistas,Aeropuerto Mendoza,Chile,2899.000000449
2019,Enero,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,2419.0000011
2019,Enero,Turistas,Aeropuerto Mendoza,Europa,1814.000000022
2019,Enero,Turistas,Aeropuerto Mendoza,Paraguay,15
2019,Enero,Turistas,Aeropuerto Mendoza,Resto de América,2059.99999975
2019,Enero,Turistas,Aeropuerto Mendoza,Resto del mundo,524.000000196
2019,Enero,Turistas,Aeropuerto Mendoza,Uruguay,30
2019,Enero,Turistas,Paso Cristo Redentor,Bolivia,605.77575
2019,Enero,Turistas,Paso Cristo Redentor,Brasil,2985.83352
2019,Enero,Turistas,Paso Cristo Redentor,Chile,17832.50264
2019,Enero,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,456.83725
2019,Enero,Turistas,Paso Cristo Redentor,Europa,1838.51075
2019,Enero,Turistas,Paso Cristo Redentor,Paraguay,444.43575
2019,Enero,Turistas,Paso Cristo Redentor,Resto de América,2700.68183
2019,Enero,Turistas,Paso Cristo Redentor,Resto del mundo,325.4615
2019,Enero,Turistas,Paso Cristo Redentor,Uruguay,493.8435
2019,Enero,Turistas,Paso Pehuenche,Bolivia,14.835
2019,Enero,Turistas,Paso Pehuenche,Brasil,80.109
2019,Enero,Turistas,Paso Pehuenche,Chile,2332.66
2019,Enero,Turistas,Paso Pehuenche,EE.UU. y Canadá,27.692
2019,Enero,Turistas,Paso Pehuenche,Europa,98.9
2019,Enero,Turistas,Paso Pehuenche,Paraguay,16.813
2019,Enero,Turistas,Paso Pehuenche,Resto de América,38.571
2019,Enero,Turistas,Paso Pehuenche,Resto del mundo,28.681
2019,Enero,Turistas,Paso Pehuenche,Uruguay,54.395
2019,Enero,Turistas,Paso Portillo de Piuquenes,Brasil,33.75420370091985
2019,Enero,Turistas,Paso Portillo de Piuquenes,Europa,14.727298155507759
2019,Enero,Turistas,Paso Portillo de Piuquenes,Resto de América,1.973131505084
2019,Enero,Turistas,Paso Portillo de Piuquenes,Uruguay,1.94876847240622
2019,Febrero,Turistas,Aeropuerto Mendoza,Bolivia,15
2019,Febrero,Turistas,Aeropuerto Mendoza,Brasil,1644.00007
2019,Febrero,Turistas,Aeropuerto Mendoza,Chile,4612.00091
2019,Febrero,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1410.00028
2019,Febrero,Turistas,Aeropuerto Mendoza,Europa,1344.000344
2019,Febrero,Turistas,Aeropuerto Mendoza,Paraguay,15.000001
2019,Febrero,Turistas,Aeropuerto Mendoza,Resto de América,1700.99968
2019,Febrero,Turistas,Aeropuerto Mendoza,Resto del mundo,254.999936
2019,Febrero,Turistas,Aeropuerto Mendoza,Uruguay,28.999992
2019,Febrero,Turistas,Paso Cristo Redentor,Bolivia,449.876586866
2019,Febrero,Turistas,Paso Cristo Redentor,Brasil,924.6344
2019,Febrero,Turistas,Paso Cristo Redentor,Chile,21070.323949999998
2019,Febrero,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,393.697401944
2019,Febrero,Turistas,Paso Cristo Redentor,Europa,1502.452519644
2019,Febrero,Turistas,Paso Cristo Redentor,Paraguay,182.439923589
2019,Febrero,Turistas,Paso Cristo Redentor,Resto de América,2162.256375609
2019,Febrero,Turistas,Paso Cristo Redentor,Resto del mundo,248.06953642899998
2019,Febrero,Turistas,Paso Cristo Redentor,Uruguay,256.028216001
2019,Febrero,Turistas,Paso Pehuenche,Bolivia,8.982
2019,Febrero,Turistas,Paso Pehuenche,Brasil,29.94
2019,Febrero,Turistas,Paso Pehuenche,Chile,3369.36
2019,Febrero,Turistas,Paso Pehuenche,EE.UU. y Canadá,15.968
2019,Febrero,Turistas,Paso Pehuenche,Europa,103.792
2019,Febrero,Turistas,Paso Pehuenche,Paraguay,4.99
2019,Febrero,Turistas,Paso Pehuenche,Resto de América,20.958
2019,Febrero,Turistas,Paso Pehuenche,Resto del mundo,2.9939999999999998
2019,Febrero,Turistas,Paso Pehuenche,Uruguay,17.964000000000002
2019,Febrero,Turistas,Paso Portillo de Piuquenes,Chile,3.2412342853680003
2019,Febrero,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,1.981605770152
2019,Febrero,Turistas,Paso Portillo de Piuquenes,Europa,0.9914898887476203
2019,Febrero,Turistas,Paso Portillo de Piuquenes,Resto de América,1.988016
2019,Marzo,Turistas,Aeropuerto Mendoza,Bolivia,23.999994
2019,Marzo,Turistas,Aeropuerto Mendoza,Brasil,3774.99984
2019,Marzo,Turistas,Aeropuerto Mendoza,Chile,3404.001608
2019,Marzo,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1612.999522
2019,Marzo,Turistas,Aeropuerto Mendoza,Europa,1131.999746
2019,Marzo,Turistas,Aeropuerto Mendoza,Paraguay,103
2019,Marzo,Turistas,Aeropuerto Mendoza,Resto de América,1588.99955
2019,Marzo,Turistas,Aeropuerto Mendoza,Resto del mundo,371.000061
2019,Marzo,Turistas,Aeropuerto Mendoza,Uruguay,35.000008
2019,Marzo,Turistas,Paso Cristo Redentor,Bolivia,380.7556432243
2019,Marzo,Turistas,Paso Cristo Redentor,Brasil,1244.874
2019,Marzo,Turistas,Paso Cristo Redentor,Chile,14782.796620000001
2019,Marzo,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,452.0905218157
2019,Marzo,Turistas,Paso Cristo Redentor,Europa,1416.9384269999
2019,Marzo,Turistas,Paso Cristo Redentor,Paraguay,171.9001022316
2019,Marzo,Turistas,Paso Cristo Redentor,Resto de América,2011.7136549169
2019,Marzo,Turistas,Paso Cristo Redentor,Resto del mundo,230.6794462112
2019,Marzo,Turistas,Paso Cristo Redentor,Uruguay,281.8622044632
2019,Marzo,Turistas,Paso Pehuenche,Bolivia,2.997
2019,Marzo,Turistas,Paso Pehuenche,Brasil,17.982
2019,Marzo,Turistas,Paso Pehuenche,Chile,1368.2240000000002
2019,Marzo,Turistas,Paso Pehuenche,EE.UU. y Canadá,15.984
2019,Marzo,Turistas,Paso Pehuenche,Europa,51.948
2019,Marzo,Turistas,Paso Pehuenche,Resto de América,15.984
2019,Marzo,Turistas,Paso Pehuenche,Resto del mundo,5.994
2019,Marzo,Turistas,Paso Pehuenche,Uruguay,11.988
2019,Marzo,Turistas,Paso Portillo de Piuquenes,Brasil,23.528172404319825
2019,Marzo,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,2.973985494543
2019,Marzo,Turistas,Paso Portillo de Piuquenes,Europa,0.991962723321
2019,Marzo,Turistas,Paso Portillo de Piuquenes,Uruguay,1.9933963140177788
2019,Marzo,Turistas,Paso Vergara,Brasil,0.9411268961727931
2019,Marzo,Turistas,Paso Vergara,Europa,0.991962723321
2019,Marzo,Turistas,Paso Vergara,Resto de América,3.981599998416
2019,Abril,Turistas,Aeropuerto Mendoza,Bolivia,16
2019,Abril,Turistas,Aeropuerto Mendoza,Brasil,2534.0000000000127
2019,Abril,Turistas,Aeropuerto Mendoza,Chile,2594.9999999999973
2019,Abril,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1210.9999999999968
2019,Abril,Turistas,Aeropuerto Mendoza,Europa,867.0000000000005
2019,Abril,Turistas,Aeropuerto Mendoza,Paraguay,22
2019,Abril,Turistas,Aeropuerto Mendoza,Resto de América,1614.0000000000034
2019,Abril,Turistas,Aeropuerto Mendoza,Resto del mundo,264.999999999999
2019,Abril,Turistas,Aeropuerto Mendoza,Uruguay,36.00000000000005
2019,Abril,Turistas,Paso Cristo Redentor,Bolivia,439.67356235
2019,Abril,Turistas,Paso Cristo Redentor,Brasil,991.46055
2019,Abril,Turistas,Paso Cristo Redentor,Chile,15562.156790000001
2019,Abril,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,358.731237975
2019,Abril,Turistas,Paso Cristo Redentor,Europa,1337.0758194
2019,Abril,Turistas,Paso Cristo Redentor,Paraguay,101.495266325
2019,Abril,Turistas,Paso Cristo Redentor,Resto de América,2188.32056235
2019,Abril,Turistas,Paso Cristo Redentor,Resto del mundo,243.10711995
2019,Abril,Turistas,Paso Cristo Redentor,Uruguay,962.345971675
2019,Abril,Turistas,Paso Pehuenche,Bolivia,4.8745
2019,Abril,Turistas,Paso Pehuenche,Brasil,6.8243
2019,Abril,Turistas,Paso Pehuenche,Chile,1333.08744
2019,Abril,Turistas,Paso Pehuenche,EE.UU. y Canadá,11.6988
2019,Abril,Turistas,Paso Pehuenche,Europa,31.1968
2019,Abril,Turistas,Paso Pehuenche,Paraguay,10.7239
2019,Abril,Turistas,Paso Pehuenche,Resto de América,18.5231
2019,Abril,Turistas,Paso Pehuenche,Resto del mundo,3.8996
2019,Abril,Turistas,Paso Pehuenche,Uruguay,19.498
2019,Abril,Turistas,Paso Portillo de Piuquenes,Brasil,15.5984
2019,Abril,Turistas,Paso Portillo de Piuquenes,Europa,1.9498
2019,Abril,Turistas,Paso Portillo de Piuquenes,Uruguay,0.9749
2019,Mayo,Turistas,Aeropuerto Malargüe,Chile,2.996446550192476
2019,Mayo,Turistas,Aeropuerto Mendoza,Bolivia,26
2019,Mayo,Turistas,Aeropuerto Mendoza,Brasil,3309.0000000000005
2019,Mayo,Turistas,Aeropuerto Mendoza,Chile,2509.000000000006
2019,Mayo,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,774.9999999999997
2019,Mayo,Turistas,Aeropuerto Mendoza,Europa,752.0000000000025
2019,Mayo,Turistas,Aeropuerto Mendoza,Paraguay,8
2019,Mayo,Turistas,Aeropuerto Mendoza,Resto de América,1534.000000000003
2019,Mayo,Turistas,Aeropuerto Mendoza,Resto del mundo,196.00000000000063
2019,Mayo,Turistas,Aeropuerto Mendoza,Uruguay,24
2019,Mayo,Turistas,Paso Cristo Redentor,Bolivia,366.63523041
2019,Mayo,Turistas,Paso Cristo Redentor,Brasil,908.4609002880001
2019,Mayo,Turistas,Paso Cristo Redentor,Chile,11653.131621376
2019,Mayo,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,220.53066859999998
2019,Mayo,Turistas,Paso Cristo Redentor,Europa,1004.38944213
2019,Mayo,Turistas,Paso Cristo Redentor,Paraguay,107.68275531
2019,Mayo,Turistas,Paso Cristo Redentor,Resto de América,1762.18675397
2019,Mayo,Turistas,Paso Cristo Redentor,Resto del mundo,158.38111654
2019,Mayo,Turistas,Paso Cristo Redentor,Uruguay,114.1649343
2019,Mayo,Turistas,Paso Pehuenche,Bolivia,1.9498
2019,Mayo,Turistas,Paso Pehuenche,Brasil,5.8494
2019,Mayo,Turistas,Paso Pehuenche,Chile,495.32148
2019,Mayo,Turistas,Paso Pehuenche,Europa,12.6737
2019,Mayo,Turistas,Paso Pehuenche,Paraguay,0.9749
2019,Mayo,Turistas,Paso Pehuenche,Resto de América,7.7992
2019,Mayo,Turistas,Paso Pehuenche,Resto del mundo,1.9498
2019,Mayo,Turistas,Paso Pehuenche,Uruguay,4.8745
2019,Junio,Turistas,Aeropuerto Mendoza,Bolivia,22
2019,Junio,Turistas,Aeropuerto Mendoza,Brasil,3083.9999999999995
2019,Junio,Turistas,Aeropuerto Mendoza,Chile,2737.999999999989
2019,Junio,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,776.9999999999984
2019,Junio,Turistas,Aeropuerto Mendoza,Europa,572.000000000002
2019,Junio,Turistas,Aeropuerto Mendoza,Paraguay,9
2019,Junio,Turistas,Aeropuerto Mendoza,Resto de América,1215.000000000006
2019,Junio,Turistas,Aeropuerto Mendoza,Resto del mundo,138.99999999999946
2019,Junio,Turistas,Aeropuerto Mendoza,Uruguay,20
2019,Junio,Turistas,Paso Cristo Redentor,Bolivia,344.45799199
2019,Junio,Turistas,Paso Cristo Redentor,Brasil,620.238999914
2019,Junio,Turistas,Paso Cristo Redentor,Chile,4866.652118871
2019,Junio,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,120.5727924
2019,Junio,Turistas,Paso Cristo Redentor,Europa,379.80429606
